Dot Point Measurements

Generated: Tuesday 24 September 2024 10:58:38

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	campaignid	relief_annotated	OpCode	Period	Frame info 3	Frame info 4	Frame info 5	Frame info 6	level_2	level_3	level_4	level_5	scientific	qualifiers			Radius %
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		139	1724											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-005	1													100.0
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		406	1724											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-005	1													89.9
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		674	1724											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-005	1													89.9
GB-BV-005_1_01_20240327_BRUVS 2_L17_GX010012.MP4_0010410.jpg	      0		941	1724											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-005	1					Relief	Low / moderate	Moderate (1-3m)	2					100.0
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		139	196											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-006	1													100.0
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		406	196											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-006	1													89.9
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		674	196											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-006	1					Relief	Low / moderate	Moderate (1-3m)	2					89.9
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		941	196											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-006	1					Relief	High	High (>3m)	3					100.0
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		139	578											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-006	1													64.2
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		406	578											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-006	1													46.9
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		674	578											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-006	1					Relief	Low / moderate	Moderate (1-3m)	2					46.9
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		941	578											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-006	1					Relief	High	High (>3m)	3					64.2
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		139	960											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-006	1													46.5
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		406	960											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-006	1													15.5
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		674	960											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-006	1					Relief	Low / moderate	Moderate (1-3m)	2					15.5
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		941	960											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-006	1					Relief	High	High (>3m)	3					46.5
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		139	1342											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-006	1													64.2
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		406	1342											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-006	1													46.9
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		674	1342											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-006	1													46.9
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		941	1342											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-006	1					Relief	High	High (>3m)	3					64.2
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		139	1724											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-006	1													100.0
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		406	1724											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-006	1													89.9
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		674	1724											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-006	1													89.9
GB-BV-006_1_01_20240408_BRUVS 4_L21_GX010025.MP4_0019757.jpg	      0		941	1724											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-006	1					Relief	High	High (>3m)	3					100.0
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		139	196											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-007	1													100.0
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		406	196											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-007	1													89.9
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		674	196											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-007	1					Relief	Low / moderate	Moderate (1-3m)	2					89.9
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		941	196											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-007	1					Relief	Low / moderate	Low (<1m)	1					100.0
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		139	578											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-007	1													64.2
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		406	578											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-007	1													46.9
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		674	578											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-007	1					Relief	Low / moderate	Moderate (1-3m)	2					46.9
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		941	578											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-007	1					Relief	Low / moderate	Low (<1m)	1					64.2
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		139	960											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-007	1													46.5
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		406	960											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-007	1													15.5
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		674	960											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-007	1					Relief	Low / moderate	Moderate (1-3m)	2					15.5
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		941	960											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-007	1					Relief	Low / moderate	Low (<1m)	1					46.5
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		139	1342											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-007	1													64.2
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		406	1342											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-007	1													46.9
GB-BV-007_1_01_20240328_BRUVS 10_L33_GX010015.MP4_0009975.jpg	      0		674	1342											2024-04_Geographe_stereo-BRUVs	Yes	GB-BV-007	1					Relief	Low / moderate	Low (<1m)	1					46.9
