"","opcode","fullspp","MaxN","longitude","latitude","depth","status","sd"
"260","CF5-2","Serranidae Caesioperca rasor",11,114.9568119,-34.10275713,37,"No-Take","preferential"
"261","CF5-2","Serranidae Caesioperca spp",3,114.9568119,-34.10275713,37,"No-Take","preferential"
"262","CF5-2","Trygonorrhinidae Trygonorrhina dumerilii",1,114.9568119,-34.10275713,37,"No-Take","preferential"
"263","CF5-3","Cheilodactylidae Nemadactylus valenciennesi",1,114.956583,-34.10806518,38,"No-Take","preferential"
"264","CF5-3","Labridae Anampses geographicus",1,114.956583,-34.10806518,38,"No-Take","preferential"
"265","CF5-3","Labridae Austrolabrus maculatus",1,114.956583,-34.10806518,38,"No-Take","preferential"
"266","CF5-3","Labridae Bodianus frenchii",1,114.956583,-34.10806518,38,"No-Take","preferential"
"267","CF5-3","Labridae Coris auricularis",5,114.956583,-34.10806518,38,"No-Take","preferential"
"268","CF5-3","Labridae Notolabrus parilus",1,114.956583,-34.10806518,38,"No-Take","preferential"
"269","CF5-3","Labridae Olisthops cyanomelas",2,114.956583,-34.10806518,38,"No-Take","preferential"
"270","CF5-3","Labridae Ophthalmolepis lineolatus",6,114.956583,-34.10806518,38,"No-Take","preferential"
"271","CF5-3","Labridae Pseudolabrus biserialis",9,114.956583,-34.10806518,38,"No-Take","preferential"
"272","CF5-3","Microcanthidae Neatypus obliquus",2,114.956583,-34.10806518,38,"No-Take","preferential"
"273","CF5-3","Monacanthidae Meuschenia flavolineata",1,114.956583,-34.10806518,38,"No-Take","preferential"
"274","CF5-3","Muraenidae Gymnothorax prasinus",1,114.956583,-34.10806518,38,"No-Take","preferential"
"275","CF5-3","Pempherididae Pempheris klunzingeri",90,114.956583,-34.10806518,38,"No-Take","preferential"
"276","CF5-3","Plesiopidae Trachinops noarlungae",31,114.956583,-34.10806518,38,"No-Take","preferential"
"277","CF5-3","Pomacentridae Chromis klunzingeri",8,114.956583,-34.10806518,38,"No-Take","preferential"
"278","CF5-3","Serranidae Epinephelides armatus",1,114.956583,-34.10806518,38,"No-Take","preferential"
"279","CF5-4","Carangidae Pseudocaranx spp",1,114.9596545,-34.10718065,33,"No-Take","preferential"
"280","CF5-4","Dasyatidae Bathytoshia brevicaudata",1,114.9596545,-34.10718065,33,"No-Take","preferential"
"281","CF5-4","Labridae Bodianus frenchii",1,114.9596545,-34.10718065,33,"No-Take","preferential"
"282","CF5-4","Labridae Coris auricularis",10,114.9596545,-34.10718065,33,"No-Take","preferential"
"283","CF5-4","Labridae Notolabrus parilus",1,114.9596545,-34.10718065,33,"No-Take","preferential"
"284","CF5-4","Labridae Ophthalmolepis lineolatus",12,114.9596545,-34.10718065,33,"No-Take","preferential"
"285","CF5-4","Labridae Pictilabrus laticlavius",1,114.9596545,-34.10718065,33,"No-Take","preferential"
"286","CF5-4","Labridae Pictilabrus viridis",1,114.9596545,-34.10718065,33,"No-Take","preferential"
"287","CF5-4","Labridae Pseudolabrus biserialis",6,114.9596545,-34.10718065,33,"No-Take","preferential"
"288","CF5-4","Microcanthidae Neatypus obliquus",4,114.9596545,-34.10718065,33,"No-Take","preferential"
"289","CF5-4","Monacanthidae Meuschenia galii",1,114.9596545,-34.10718065,33,"No-Take","preferential"
"290","CF5-4","Monacanthidae Meuschenia hippocrepis",1,114.9596545,-34.10718065,33,"No-Take","preferential"
"291","CF5-4","Myliobatidae Myliobatis tenuicaudatus",1,114.9596545,-34.10718065,33,"No-Take","preferential"
"292","CF5-4","Pomacentridae Chromis klunzingeri",7,114.9596545,-34.10718065,33,"No-Take","preferential"
"293","CF5-5","Dasyatidae Bathytoshia brevicaudata",1,114.9542246,-34.10528595,40,"No-Take","preferential"
"294","CF5-5","Gerreidae Parequula melbournensis",2,114.9542246,-34.10528595,40,"No-Take","preferential"
"295","CF5-5","Labridae Coris auricularis",2,114.9542246,-34.10528595,40,"No-Take","preferential"
"296","CF5-5","Labridae Eupetrichthys angustipes",1,114.9542246,-34.10528595,40,"No-Take","preferential"
"297","CF5-5","Oplegnathidae Oplegnathus woodwardi",1,114.9542246,-34.10528595,40,"No-Take","preferential"
"298","CF5-5","Trygonorrhinidae Trygonorrhina dumerilii",1,114.9542246,-34.10528595,40,"No-Take","preferential"
"299","CF6-1","Dinolestidae Dinolestes lewini",5,114.9704378,-34.12747602,32,"Fished","preferential"
"300","CF6-1","Heterodontidae Heterodontus portusjacksoni",1,114.9704378,-34.12747602,32,"Fished","preferential"
"301","CF6-1","Labridae Coris auricularis",29,114.9704378,-34.12747602,32,"Fished","preferential"
"302","CF6-1","Labridae Notolabrus parilus",1,114.9704378,-34.12747602,32,"Fished","preferential"
"303","CF6-1","Labridae Ophthalmolepis lineolatus",4,114.9704378,-34.12747602,32,"Fished","preferential"
"304","CF6-1","Labridae Pictilabrus laticlavius",1,114.9704378,-34.12747602,32,"Fished","preferential"
"305","CF6-1","Labridae Pseudolabrus biserialis",3,114.9704378,-34.12747602,32,"Fished","preferential"
"306","CF6-1","Pomacentridae Chromis klunzingeri",3,114.9704378,-34.12747602,32,"Fished","preferential"
"307","CF6-1","Scorpididae Scorpis aequipinnis",1,114.9704378,-34.12747602,32,"Fished","preferential"
"308","CF6-1","Scorpididae Scorpis georgiana",1,114.9704378,-34.12747602,32,"Fished","preferential"
"309","CF6-1","Serranidae Caesioperca rasor",1,114.9704378,-34.12747602,32,"Fished","preferential"
"310","CF6-2","Carangidae Pseudocaranx spp",10,114.9651927,-34.13100002,37,"Fished","preferential"
"311","CF6-2","Labridae Austrolabrus maculatus",1,114.9651927,-34.13100002,37,"Fished","preferential"
"312","CF6-2","Labridae Coris auricularis",2,114.9651927,-34.13100002,37,"Fished","preferential"
"313","CF6-2","Labridae Notolabrus parilus",1,114.9651927,-34.13100002,37,"Fished","preferential"
"314","CF6-2","Labridae Ophthalmolepis lineolatus",4,114.9651927,-34.13100002,37,"Fished","preferential"
"315","CF6-2","Labridae Pictilabrus laticlavius",1,114.9651927,-34.13100002,37,"Fished","preferential"
"316","CF6-2","Labridae Pseudolabrus biserialis",4,114.9651927,-34.13100002,37,"Fished","preferential"
"317","CF6-2","Microcanthidae Neatypus obliquus",1,114.9651927,-34.13100002,37,"Fished","preferential"
"318","CF6-2","Monacanthidae Acanthaluteres sp1",1,114.9651927,-34.13100002,37,"Fished","preferential"
"319","CF6-2","Pempherididae Pempheris klunzingeri",118,114.9651927,-34.13100002,37,"Fished","preferential"
"320","CF6-3","Gerreidae Parequula melbournensis",2,114.9707304,-34.13106193,32,"Fished","preferential"
"321","CF6-3","Heterodontidae Heterodontus portusjacksoni",1,114.9707304,-34.13106193,32,"Fished","preferential"
"322","CF6-3","Labridae Coris auricularis",4,114.9707304,-34.13106193,32,"Fished","preferential"
"323","CF6-3","Labridae Notolabrus parilus",1,114.9707304,-34.13106193,32,"Fished","preferential"
"324","CF6-3","Labridae Olisthops cyanomelas",1,114.9707304,-34.13106193,32,"Fished","preferential"
"325","CF6-3","Labridae Ophthalmolepis lineolatus",9,114.9707304,-34.13106193,32,"Fished","preferential"
"326","CF6-3","Labridae Pictilabrus laticlavius",1,114.9707304,-34.13106193,32,"Fished","preferential"
"327","CF6-3","Labridae Pseudolabrus biserialis",2,114.9707304,-34.13106193,32,"Fished","preferential"
"328","CF6-3","Microcanthidae Neatypus obliquus",2,114.9707304,-34.13106193,32,"Fished","preferential"
"329","CF6-3","Myliobatidae Myliobatis tenuicaudatus",1,114.9707304,-34.13106193,32,"Fished","preferential"
"330","CF6-3","Pempherididae Pempheris klunzingeri",2,114.9707304,-34.13106193,32,"Fished","preferential"
"331","CF6-4","Gerreidae Parequula melbournensis",1,114.9674699,-34.12856532,35,"Fished","preferential"
"332","CF6-4","Labridae Coris auricularis",9,114.9674699,-34.12856532,35,"Fished","preferential"
"333","CF6-4","Labridae Ophthalmolepis lineolatus",5,114.9674699,-34.12856532,35,"Fished","preferential"
"334","CF6-4","Labridae Pseudolabrus biserialis",4,114.9674699,-34.12856532,35,"Fished","preferential"
"335","CF6-4","Microcanthidae Neatypus obliquus",11,114.9674699,-34.12856532,35,"Fished","preferential"
"336","CF6-4","Pomacentridae Chromis klunzingeri",2,114.9674699,-34.12856532,35,"Fished","preferential"
"337","CF6-5","Labridae Ophthalmolepis lineolatus",1,114.9640873,-34.12697952,37,"Fished","preferential"
"338","CF6-5","Microcanthidae Neatypus obliquus",2,114.9640873,-34.12697952,37,"Fished","preferential"
"339","CF6-5","Pempherididae Pempheris klunzingeri",3,114.9640873,-34.12697952,37,"Fished","preferential"
"340","CF6-5","Urolophidae Trygonoptera ovalis",1,114.9640873,-34.12697952,37,"Fished","preferential"
"341","CF7-1","Gerreidae Parequula melbournensis",1,114.9777757,-34.1445476,33,"Fished","preferential"
"342","CF7-1","Labridae Coris auricularis",3,114.9777757,-34.1445476,33,"Fished","preferential"
"343","CF7-1","Labridae Notolabrus parilus",1,114.9777757,-34.1445476,33,"Fished","preferential"
"344","CF7-1","Labridae Ophthalmolepis lineolatus",6,114.9777757,-34.1445476,33,"Fished","preferential"
"345","CF7-1","Labridae Pictilabrus laticlavius",1,114.9777757,-34.1445476,33,"Fished","preferential"
"346","CF7-1","Labridae Pseudolabrus biserialis",1,114.9777757,-34.1445476,33,"Fished","preferential"
"347","CF7-1","Microcanthidae Neatypus obliquus",1,114.9777757,-34.1445476,33,"Fished","preferential"
"348","CF7-1","Pempherididae Pempheris klunzingeri",31,114.9777757,-34.1445476,33,"Fished","preferential"
"349","CF7-1","Serranidae Caesioperca rasor",3,114.9777757,-34.1445476,33,"Fished","preferential"
"350","CF7-2","Gerreidae Parequula melbournensis",2,114.9772656,-34.14780387,34,"Fished","preferential"
"351","CF7-2","Labridae Notolabrus parilus",1,114.9772656,-34.14780387,34,"Fished","preferential"
"352","CF7-2","Labridae Ophthalmolepis lineolatus",5,114.9772656,-34.14780387,34,"Fished","preferential"
"353","CF7-2","Labridae Pictilabrus laticlavius",1,114.9772656,-34.14780387,34,"Fished","preferential"
"354","CF7-2","Labridae Pseudolabrus biserialis",2,114.9772656,-34.14780387,34,"Fished","preferential"
"355","CF7-2","Mullidae Upeneichthys vlamingii",1,114.9772656,-34.14780387,34,"Fished","preferential"
"356","CF7-2","Scyliorhinidae Aulohalaelurus labiosus",1,114.9772656,-34.14780387,34,"Fished","preferential"
"357","CF7-2","Serranidae Caesioperca rasor",4,114.9772656,-34.14780387,34,"Fished","preferential"
"358","CF7-3","Dinolestidae Dinolestes lewini",6,114.981461,-34.1458502,32,"Fished","preferential"
"359","CF7-3","Labridae Coris auricularis",1,114.981461,-34.1458502,32,"Fished","preferential"
"360","CF7-3","Labridae Eupetrichthys angustipes",1,114.981461,-34.1458502,32,"Fished","preferential"
"361","CF7-3","Labridae Ophthalmolepis lineolatus",7,114.981461,-34.1458502,32,"Fished","preferential"
"362","CF7-3","Labridae Pictilabrus laticlavius",1,114.981461,-34.1458502,32,"Fished","preferential"
"363","CF7-3","Labridae Pseudolabrus biserialis",4,114.981461,-34.1458502,32,"Fished","preferential"
"364","CF7-3","Monacanthidae Meuschenia galii",1,114.981461,-34.1458502,32,"Fished","preferential"
"365","CF7-3","Muraenidae Gymnothorax prasinus",1,114.981461,-34.1458502,32,"Fished","preferential"
"366","CF7-3","Pomacentridae Chromis klunzingeri",19,114.981461,-34.1458502,32,"Fished","preferential"
"367","CF7-3","Scyliorhinidae Aulohalaelurus labiosus",1,114.981461,-34.1458502,32,"Fished","preferential"
"368","CF7-3","Serranidae Caesioperca rasor",4,114.981461,-34.1458502,32,"Fished","preferential"
"369","CF7-4","Heterodontidae Heterodontus portusjacksoni",1,114.9735967,-34.14461112,35,"Fished","preferential"
"370","CF7-4","Labridae Austrolabrus maculatus",1,114.9735967,-34.14461112,35,"Fished","preferential"
"371","CF7-4","Labridae Ophthalmolepis lineolatus",9,114.9735967,-34.14461112,35,"Fished","preferential"
"372","CF7-4","Labridae Pictilabrus laticlavius",2,114.9735967,-34.14461112,35,"Fished","preferential"
"373","CF7-4","Labridae Pseudolabrus biserialis",4,114.9735967,-34.14461112,35,"Fished","preferential"
"374","CF7-4","Microcanthidae Neatypus obliquus",2,114.9735967,-34.14461112,35,"Fished","preferential"
"375","CF7-4","Monacanthidae Scobinichthys granulatus",2,114.9735967,-34.14461112,35,"Fished","preferential"
"376","CF7-4","Muraenidae Gymnothorax prasinus",1,114.9735967,-34.14461112,35,"Fished","preferential"
"377","CF7-4","Myliobatidae Myliobatis tenuicaudatus",1,114.9735967,-34.14461112,35,"Fished","preferential"
"378","CF7-4","Pomacentridae Chromis klunzingeri",4,114.9735967,-34.14461112,35,"Fished","preferential"
"379","CF7-4","Serranidae Caesioperca rasor",3,114.9735967,-34.14461112,35,"Fished","preferential"
"380","CF7-5","Labridae Coris auricularis",4,114.9792093,-34.14155213,32,"Fished","preferential"
"381","CF7-5","Labridae Notolabrus parilus",2,114.9792093,-34.14155213,32,"Fished","preferential"
"382","CF7-5","Labridae Ophthalmolepis lineolatus",3,114.9792093,-34.14155213,32,"Fished","preferential"
"383","CF7-5","Labridae Pictilabrus laticlavius",1,114.9792093,-34.14155213,32,"Fished","preferential"
"384","CF7-5","Labridae Pseudolabrus biserialis",4,114.9792093,-34.14155213,32,"Fished","preferential"
"385","CF7-5","Monacanthidae Meuschenia flavolineata",1,114.9792093,-34.14155213,32,"Fished","preferential"
"386","CF7-5","Monacanthidae Meuschenia freycineti",1,114.9792093,-34.14155213,32,"Fished","preferential"
"387","CF7-5","Monacanthidae Meuschenia galii",1,114.9792093,-34.14155213,32,"Fished","preferential"
"388","CF7-5","Muraenidae Gymnothorax prasinus",1,114.9792093,-34.14155213,32,"Fished","preferential"
"389","CF7-5","Pomacentridae Chromis klunzingeri",15,114.9792093,-34.14155213,32,"Fished","preferential"
"390","CF7-5","Serranidae Caesioperca rasor",2,114.9792093,-34.14155213,32,"Fished","preferential"
"391","NCMP-23032022-CF1-1-BRUV","Heterodontidae Heterodontus portusjacksoni",1,NA,NA,NA,NA,"preferential"
"392","NCMP-23032022-CF1-1-BRUV","Labridae Coris auricularis",54,NA,NA,NA,NA,"preferential"
"393","NCMP-23032022-CF1-1-BRUV","Labridae Ophthalmolepis lineolatus",8,NA,NA,NA,NA,"preferential"
"394","NCMP-23032022-CF1-1-BRUV","Labridae Pseudolabrus biserialis",5,NA,NA,NA,NA,"preferential"
"395","NCMP-23032022-CF1-1-BRUV","Microcanthidae Neatypus obliquus",1,NA,NA,NA,NA,"preferential"
"396","NCMP-23032022-CF1-1-BRUV","Microcanthidae Tilodon sexfasciatus",1,NA,NA,NA,NA,"preferential"
"397","NCMP-23032022-CF1-1-BRUV","Mullidae Upeneichthys vlamingii",2,NA,NA,NA,NA,"preferential"
"398","NCMP-23032022-CF1-1-BRUV","Pomacentridae Chromis klunzingeri",1,NA,NA,NA,NA,"preferential"
"399","NCMP-23032022-CF1-1-BRUV","Serranidae Caesioperca rasor",8,NA,NA,NA,NA,"preferential"
"400","NCMP-23032022-CF1-1-BRUV","Serranidae Caesioperca spp",5,NA,NA,NA,NA,"preferential"
"401","NCMP-23032022-CF1-1-BRUV","Serranidae Epinephelides armatus",1,NA,NA,NA,NA,"preferential"
"402","NCMP-23032022-CF1-2-BRUV","Carangidae Pseudocaranx spp",16,NA,NA,NA,NA,"preferential"
"403","NCMP-23032022-CF1-2-BRUV","Carcharhinidae Carcharhinus spp",1,NA,NA,NA,NA,"preferential"
"404","NCMP-23032022-CF1-2-BRUV","Dasyatidae Bathytoshia brevicaudata",2,NA,NA,NA,NA,"preferential"
"405","NCMP-23032022-CF1-2-BRUV","Gerreidae Parequula melbournensis",1,NA,NA,NA,NA,"preferential"
"406","NCMP-23032022-CF1-2-BRUV","Labridae Austrolabrus maculatus",2,NA,NA,NA,NA,"preferential"
"407","NCMP-23032022-CF1-2-BRUV","Labridae Coris auricularis",81,NA,NA,NA,NA,"preferential"
"408","NCMP-23032022-CF1-2-BRUV","Labridae Notolabrus parilus",1,NA,NA,NA,NA,"preferential"
"409","NCMP-23032022-CF1-2-BRUV","Labridae Ophthalmolepis lineolatus",9,NA,NA,NA,NA,"preferential"
"410","NCMP-23032022-CF1-2-BRUV","Labridae Pseudolabrus biserialis",3,NA,NA,NA,NA,"preferential"
"411","NCMP-23032022-CF1-2-BRUV","Microcanthidae Neatypus obliquus",1,NA,NA,NA,NA,"preferential"
"412","NCMP-23032022-CF1-2-BRUV","Mullidae Upeneichthys vlamingii",1,NA,NA,NA,NA,"preferential"
"413","NCMP-23032022-CF1-2-BRUV","Pomacentridae Chromis klunzingeri",4,NA,NA,NA,NA,"preferential"
"414","NCMP-23032022-CF1-2-BRUV","Sparidae Chrysophrys auratus",1,NA,NA,NA,NA,"preferential"
"415","NCMP-23032022-CF1-3-BRUV","Carangidae Seriola hippos",1,NA,NA,NA,NA,"preferential"
"416","NCMP-23032022-CF1-3-BRUV","Labridae Austrolabrus maculatus",1,NA,NA,NA,NA,"preferential"
"417","NCMP-23032022-CF1-3-BRUV","Labridae Coris auricularis",13,NA,NA,NA,NA,"preferential"
"418","NCMP-23032022-CF1-3-BRUV","Labridae Notolabrus parilus",1,NA,NA,NA,NA,"preferential"
"419","NCMP-23032022-CF1-3-BRUV","Labridae Ophthalmolepis lineolatus",6,NA,NA,NA,NA,"preferential"
"420","NCMP-23032022-CF1-3-BRUV","Labridae Pseudolabrus biserialis",6,NA,NA,NA,NA,"preferential"
"421","NCMP-23032022-CF1-3-BRUV","Microcanthidae Neatypus obliquus",7,NA,NA,NA,NA,"preferential"
"422","NCMP-23032022-CF1-3-BRUV","Monacanthidae Meuschenia galii",1,NA,NA,NA,NA,"preferential"
"423","NCMP-23032022-CF1-3-BRUV","Mullidae Upeneichthys vlamingii",1,NA,NA,NA,NA,"preferential"
"424","NCMP-23032022-CF1-3-BRUV","Pomacentridae Chromis klunzingeri",8,NA,NA,NA,NA,"preferential"
"425","NCMP-23032022-CF1-3-BRUV","Sparidae Chrysophrys auratus",1,NA,NA,NA,NA,"preferential"
"426","NCMP-23032022-CF1-4-BRUV","Labridae Austrolabrus maculatus",2,NA,NA,NA,NA,"preferential"
"427","NCMP-23032022-CF1-4-BRUV","Labridae Coris auricularis",2,NA,NA,NA,NA,"preferential"
"428","NCMP-23032022-CF1-4-BRUV","Labridae Eupetrichthys angustipes",1,NA,NA,NA,NA,"preferential"
"429","NCMP-23032022-CF1-4-BRUV","Labridae Ophthalmolepis lineolatus",5,NA,NA,NA,NA,"preferential"
"430","NCMP-23032022-CF1-4-BRUV","Labridae Pseudolabrus biserialis",4,NA,NA,NA,NA,"preferential"
"431","NCMP-23032022-CF1-4-BRUV","Microcanthidae Neatypus obliquus",9,NA,NA,NA,NA,"preferential"
"432","NCMP-23032022-CF1-4-BRUV","Monacanthidae Meuschenia venusta",1,NA,NA,NA,NA,"preferential"
"433","NCMP-23032022-CF1-4-BRUV","Mullidae Upeneichthys vlamingii",1,NA,NA,NA,NA,"preferential"
"434","NCMP-23032022-CF1-4-BRUV","Serranidae Caesioperca spp",5,NA,NA,NA,NA,"preferential"
"435","NCMP-23032022-CF1-5-BRUV","Cheilodactylidae Nemadactylus valenciennesi",2,NA,NA,NA,NA,"preferential"
"436","NCMP-23032022-CF1-5-BRUV","Labridae Coris auricularis",120,NA,NA,NA,NA,"preferential"
"437","NCMP-23032022-CF1-5-BRUV","Labridae Eupetrichthys angustipes",1,NA,NA,NA,NA,"preferential"
"438","NCMP-23032022-CF1-5-BRUV","Labridae Ophthalmolepis lineolatus",4,NA,NA,NA,NA,"preferential"
"439","NCMP-23032022-CF1-5-BRUV","Labridae Pseudolabrus biserialis",6,NA,NA,NA,NA,"preferential"
"440","NCMP-23032022-CF1-5-BRUV","Microcanthidae Neatypus obliquus",1,NA,NA,NA,NA,"preferential"
"441","NCMP-23032022-CF1-5-BRUV","Microcanthidae Tilodon sexfasciatus",1,NA,NA,NA,NA,"preferential"
"442","NCMP-23032022-CF1-5-BRUV","Monacanthidae Meuschenia galii",1,NA,NA,NA,NA,"preferential"
"443","NCMP-23032022-CF1-5-BRUV","Plesiopidae Trachinops noarlungae",121,NA,NA,NA,NA,"preferential"
"444","NCMP-23032022-CF1-5-BRUV","Pomacentridae Parma mccullochi",1,NA,NA,NA,NA,"preferential"
"445","NCMP-23032022-CF1-5-BRUV","Scorpididae Scorpis georgiana",2,NA,NA,NA,NA,"preferential"
"446","NCMP-23032022-CF1-5-BRUV","Scyliorhinidae Aulohalaelurus labiosus",1,NA,NA,NA,NA,"preferential"
"447","NCMP-23032022-CF1-5-BRUV","Serranidae Caesioperca rasor",2,NA,NA,NA,NA,"preferential"
"448","NCMP-23032022-CF1-5-BRUV","Serranidae Othos dentex",1,NA,NA,NA,NA,"preferential"
"449","NCMP-23032022-CF1-5-BRUV","Sphyrnidae Sphyrna lewini",1,NA,NA,NA,NA,"preferential"
"450","NCMP-23032022-CF1-5-BRUV","Urolophidae Trygonoptera ovalis",1,NA,NA,NA,NA,"preferential"
"451","NCMP-23032022-CF2-1-BRUV","Carangidae Pseudocaranx spp",5,NA,NA,NA,NA,"preferential"
"452","NCMP-23032022-CF2-1-BRUV","Labridae Austrolabrus maculatus",1,NA,NA,NA,NA,"preferential"
"453","NCMP-23032022-CF2-1-BRUV","Labridae Coris auricularis",10,NA,NA,NA,NA,"preferential"
"454","NCMP-23032022-CF2-1-BRUV","Labridae Ophthalmolepis lineolatus",6,NA,NA,NA,NA,"preferential"
"455","NCMP-23032022-CF2-1-BRUV","Labridae Pseudolabrus biserialis",5,NA,NA,NA,NA,"preferential"
"456","NCMP-23032022-CF2-1-BRUV","Microcanthidae Tilodon sexfasciatus",2,NA,NA,NA,NA,"preferential"
"457","NCMP-23032022-CF2-1-BRUV","Pomacentridae Chromis klunzingeri",1,NA,NA,NA,NA,"preferential"
"458","NCMP-23032022-CF2-2-BRUV","Labridae Austrolabrus maculatus",1,NA,NA,NA,NA,"preferential"
"459","NCMP-23032022-CF2-2-BRUV","Labridae Ophthalmolepis lineolatus",5,NA,NA,NA,NA,"preferential"
"460","NCMP-23032022-CF2-2-BRUV","Labridae Pseudolabrus biserialis",5,NA,NA,NA,NA,"preferential"
"461","NCMP-23032022-CF2-2-BRUV","Microcanthidae Neatypus obliquus",6,NA,NA,NA,NA,"preferential"
"462","NCMP-23032022-CF2-2-BRUV","Monacanthidae Meuschenia galii",1,NA,NA,NA,NA,"preferential"
"463","NCMP-23032022-CF2-2-BRUV","Pempherididae Pempheris klunzingeri",27,NA,NA,NA,NA,"preferential"
"464","NCMP-23032022-CF2-2-BRUV","Pomacentridae Chromis klunzingeri",14,NA,NA,NA,NA,"preferential"
"465","NCMP-23032022-CF2-2-BRUV","Scyliorhinidae Aulohalaelurus labiosus",1,NA,NA,NA,NA,"preferential"
"466","NCMP-23032022-CF2-3-BRUV","Carangidae Seriola hippos",1,NA,NA,NA,NA,"preferential"
"467","NCMP-23032022-CF2-3-BRUV","Dasyatidae Bathytoshia brevicaudata",2,NA,NA,NA,NA,"preferential"
"468","NCMP-23032022-CF2-3-BRUV","Gerreidae Parequula melbournensis",1,NA,NA,NA,NA,"preferential"
"469","NCMP-23032022-CF2-3-BRUV","Labridae Austrolabrus maculatus",1,NA,NA,NA,NA,"preferential"
"470","NCMP-23032022-CF2-3-BRUV","Labridae Coris auricularis",3,NA,NA,NA,NA,"preferential"
"471","NCMP-23032022-CF2-3-BRUV","Labridae Notolabrus parilus",1,NA,NA,NA,NA,"preferential"
"472","NCMP-23032022-CF2-3-BRUV","Labridae Ophthalmolepis lineolatus",16,NA,NA,NA,NA,"preferential"
"473","NCMP-23032022-CF2-3-BRUV","Labridae Pseudolabrus biserialis",5,NA,NA,NA,NA,"preferential"
"474","NCMP-23032022-CF2-3-BRUV","Microcanthidae Neatypus obliquus",5,NA,NA,NA,NA,"preferential"
"475","NCMP-23032022-CF2-3-BRUV","Mullidae Upeneichthys vlamingii",1,NA,NA,NA,NA,"preferential"
"476","NCMP-23032022-CF2-3-BRUV","Pomacentridae Chromis klunzingeri",33,NA,NA,NA,NA,"preferential"
"477","NCMP-23032022-CF2-3-BRUV","Serranidae Caesioperca spp",1,NA,NA,NA,NA,"preferential"
"478","NCMP-23032022-CF2-4-BRUV","Dinolestidae Dinolestes lewini",17,NA,NA,NA,NA,"preferential"
"479","NCMP-23032022-CF2-4-BRUV","Gerreidae Parequula melbournensis",2,NA,NA,NA,NA,"preferential"
"480","NCMP-23032022-CF2-4-BRUV","Labridae Coris auricularis",4,NA,NA,NA,NA,"preferential"
"481","NCMP-23032022-CF2-4-BRUV","Labridae Notolabrus parilus",1,NA,NA,NA,NA,"preferential"
"482","NCMP-23032022-CF2-4-BRUV","Labridae Ophthalmolepis lineolatus",6,NA,NA,NA,NA,"preferential"
"483","NCMP-23032022-CF2-4-BRUV","Labridae Pictilabrus laticlavius",1,NA,NA,NA,NA,"preferential"
"484","NCMP-23032022-CF2-4-BRUV","Labridae Pseudolabrus biserialis",3,NA,NA,NA,NA,"preferential"
"485","NCMP-23032022-CF2-4-BRUV","Labridae Siphonognathus beddomei",3,NA,NA,NA,NA,"preferential"
"486","NCMP-23032022-CF2-4-BRUV","Microcanthidae Neatypus obliquus",4,NA,NA,NA,NA,"preferential"
"487","NCMP-23032022-CF2-4-BRUV","Mullidae Upeneichthys vlamingii",1,NA,NA,NA,NA,"preferential"
"488","NCMP-23032022-CF2-4-BRUV","Pempherididae Pempheris klunzingeri",1,NA,NA,NA,NA,"preferential"
"489","NCMP-23032022-CF2-4-BRUV","Sparidae Chrysophrys auratus",1,NA,NA,NA,NA,"preferential"
"490","NCMP-23032022-CF2-5-BRUV","Carcharhinidae Carcharhinus spp",1,NA,NA,NA,NA,"preferential"
"491","NCMP-23032022-CF2-5-BRUV","Heterodontidae Heterodontus portusjacksoni",1,NA,NA,NA,NA,"preferential"
"492","NCMP-23032022-CF2-5-BRUV","Labridae Coris auricularis",4,NA,NA,NA,NA,"preferential"
"493","NCMP-23032022-CF2-5-BRUV","Labridae Ophthalmolepis lineolatus",13,NA,NA,NA,NA,"preferential"
"494","NCMP-23032022-CF2-5-BRUV","Labridae Pictilabrus laticlavius",2,NA,NA,NA,NA,"preferential"
"495","NCMP-23032022-CF2-5-BRUV","Labridae Pseudolabrus biserialis",3,NA,NA,NA,NA,"preferential"
"496","NCMP-23032022-CF2-5-BRUV","Microcanthidae Neatypus obliquus",1,NA,NA,NA,NA,"preferential"
"497","NCMP-23032022-CF2-5-BRUV","Monacanthidae Acanthaluteres sp1",1,NA,NA,NA,NA,"preferential"
"498","NCMP-23032022-CF2-5-BRUV","Myliobatidae Myliobatis tenuicaudatus",1,NA,NA,NA,NA,"preferential"
"499","NCMP-23032022-CF2-5-BRUV","Pempherididae Pempheris klunzingeri",4,NA,NA,NA,NA,"preferential"
"500","NCMP-23032022-CF2-5-BRUV","Scyliorhinidae Aulohalaelurus labiosus",1,NA,NA,NA,NA,"preferential"
"501","NCMP-23032022-CF2-5-BRUV","Trygonorrhinidae Trygonorrhina dumerilii",1,NA,NA,NA,NA,"preferential"
"502","NCMP-23032022-CF3-1-BRUV","Cheilodactylidae Dactylophora nigricans",1,NA,NA,NA,NA,"preferential"
"503","NCMP-23032022-CF3-1-BRUV","Cheilodactylidae Nemadactylus valenciennesi",1,NA,NA,NA,NA,"preferential"
"504","NCMP-23032022-CF3-1-BRUV","Dasyatidae Bathytoshia brevicaudata",1,NA,NA,NA,NA,"preferential"
"505","NCMP-23032022-CF3-1-BRUV","Dinolestidae Dinolestes lewini",1,NA,NA,NA,NA,"preferential"
"506","NCMP-23032022-CF3-1-BRUV","Labridae Austrolabrus maculatus",1,NA,NA,NA,NA,"preferential"
