"","opcode","fullspp","MaxN","longitude","latitude","depth","status","sd"
"1","EGB1-2","Apogonidae Ostorhinchus rueppellii",1,115.442853,-33.54291277,10,"Fished","preferential"
"2","EGB1-3","Apogonidae Ostorhinchus rueppellii",2,115.4418686,-33.5402568,10,"Fished","preferential"
"3","EGB1-4","Apogonidae Ostorhinchus rueppellii",1,115.4447551,-33.54160948,10,"Fished","preferential"
"4","EGB1-5","Apogonidae Ostorhinchus rueppellii",1,115.4385019,-33.544133,10,"Fished","preferential"
"5","EGB2-1","Apogonidae Ostorhinchus rueppellii",2,115.4320331,-33.55358215,10,"Fished","preferential"
"6","EGB2-2","Apogonidae Ostorhinchus rueppellii",2,115.4356611,-33.55264123,10,"Fished","preferential"
"7","EGB2-3","Apogonidae Ostorhinchus rueppellii",3,115.4298323,-33.55161108,11,"Fished","preferential"
"8","EGB2-4","Apogonidae Ostorhinchus rueppellii",3,115.4366481,-33.5499871,10,"Fished","preferential"
"9","EGB2-5","Apogonidae Ostorhinchus rueppellii",1,115.4334449,-33.54825213,11,"Fished","preferential"
"10","EGB3-1","Apogonidae Ostorhinchus rueppellii",2,115.4207646,-33.56581203,10,"No-take","preferential"
"11","EGB3-2","Apogonidae Ostorhinchus rueppellii",6,115.4204045,-33.56324325,10,"No-take","preferential"
"12","EGB3-3","Apogonidae Ostorhinchus rueppellii",4,115.4220941,-33.56150228,10,"No-take","preferential"
"13","EGB3-4","Apogonidae Ostorhinchus rueppellii",2,115.4258155,-33.5630559,10,"No-take","preferential"
"14","EGB3-5","Apogonidae Ostorhinchus rueppellii",2,115.425212,-33.56512448,9,"No-take","preferential"
"15","EGB5-3","Apogonidae Ostorhinchus rueppellii",6,115.4150233,-33.57811143,10,"No-take","preferential"
"16","EGB5-5","Apogonidae Ostorhinchus rueppellii",1,115.4119596,-33.5802932,9,"No-take","preferential"
"17","EGB6-1","Apogonidae Ostorhinchus rueppellii",4,115.396083,-33.59721683,10,"Fished","preferential"
"18","EGB6-2","Apogonidae Ostorhinchus rueppellii",2,115.3964731,-33.60053695,9,"Fished","preferential"
"19","EGB6-3","Apogonidae Ostorhinchus rueppellii",7,115.3921409,-33.60189265,9,"Fished","preferential"
"20","EGB6-4","Apogonidae Ostorhinchus rueppellii",7,115.3892996,-33.59827425,9,"Fished","preferential"
"21","EGB6-5","Apogonidae Ostorhinchus rueppellii",4,115.3922396,-33.5947719,10,"Fished","preferential"
"22","EGB7-1","Apogonidae Ostorhinchus rueppellii",3,115.3747124,-33.60895527,5,"Fished","preferential"
"23","EGB7-2","Apogonidae Ostorhinchus rueppellii",2,115.3736669,-33.60517108,9,"Fished","preferential"
"24","EGB7-3","Apogonidae Ostorhinchus rueppellii",3,115.3755229,-33.60275858,9,"Fished","preferential"
"25","EGB7-5","Apogonidae Ostorhinchus rueppellii",3,115.3798611,-33.60739777,9,"Fished","preferential"
"26","EGB5-5","Apogonidae Siphamia cephalotes",4,115.4119596,-33.5802932,9,"No-take","preferential"
"27","EGB1-1","Arripidae Arripis georgianus",1,115.4418886,-33.5453025,10,"Fished","preferential"
"28","EGB1-5","Arripidae Arripis georgianus",1,115.4385019,-33.544133,10,"Fished","preferential"
"29","EGB2-5","Arripidae Arripis georgianus",1,115.4334449,-33.54825213,11,"Fished","preferential"
"30","EGB3-5","Arripidae Arripis georgianus",8,115.425212,-33.56512448,9,"No-take","preferential"
"31","EGB5-3","Arripidae Arripis georgianus",1,115.4150233,-33.57811143,10,"No-take","preferential"
"32","EGB5-4","Arripidae Arripis georgianus",2,115.409046,-33.577856,10,"No-take","preferential"
"33","EGB6-3","Arripidae Arripis georgianus",1,115.3921409,-33.60189265,9,"Fished","preferential"
"34","EGB7-1","Arripidae Arripis georgianus",3,115.3747124,-33.60895527,5,"Fished","preferential"
"35","EGB7-3","Arripidae Arripis georgianus",3,115.3755229,-33.60275858,9,"Fished","preferential"
"36","EGB2-1","Blenniidae Unknown spp",1,115.4320331,-33.55358215,10,"Fished","preferential"
"37","EGB1-3","Caesioscorpididae Caesioscorpis theagenes",126,115.4418686,-33.5402568,10,"Fished","preferential"
"38","EGB2-1","Caesioscorpididae Caesioscorpis theagenes",864,115.4320331,-33.55358215,10,"Fished","preferential"
"39","EGB5-4","Caesioscorpididae Caesioscorpis theagenes",624,115.409046,-33.577856,10,"No-take","preferential"
"40","EGB7-1","Caesioscorpididae Caesioscorpis theagenes",14,115.3747124,-33.60895527,5,"Fished","preferential"
"41","EGB1-1","Carangidae Pseudocaranx spp",2,115.4418886,-33.5453025,10,"Fished","preferential"
"42","EGB1-2","Carangidae Pseudocaranx spp",3,115.442853,-33.54291277,10,"Fished","preferential"
"43","EGB1-3","Carangidae Pseudocaranx spp",20,115.4418686,-33.5402568,10,"Fished","preferential"
"44","EGB1-4","Carangidae Pseudocaranx spp",7,115.4447551,-33.54160948,10,"Fished","preferential"
"45","EGB1-5","Carangidae Pseudocaranx spp",2,115.4385019,-33.544133,10,"Fished","preferential"
"46","EGB2-2","Carangidae Pseudocaranx spp",3,115.4356611,-33.55264123,10,"Fished","preferential"
"47","EGB2-3","Carangidae Pseudocaranx spp",1,115.4298323,-33.55161108,11,"Fished","preferential"
"48","EGB2-4","Carangidae Pseudocaranx spp",5,115.4366481,-33.5499871,10,"Fished","preferential"
"49","EGB2-5","Carangidae Pseudocaranx spp",3,115.4334449,-33.54825213,11,"Fished","preferential"
"50","EGB3-1","Carangidae Pseudocaranx spp",5,115.4207646,-33.56581203,10,"No-take","preferential"
"51","EGB3-2","Carangidae Pseudocaranx spp",8,115.4204045,-33.56324325,10,"No-take","preferential"
"52","EGB3-3","Carangidae Pseudocaranx spp",4,115.4220941,-33.56150228,10,"No-take","preferential"
"53","EGB3-4","Carangidae Pseudocaranx spp",3,115.4258155,-33.5630559,10,"No-take","preferential"
"54","EGB3-5","Carangidae Pseudocaranx spp",3,115.425212,-33.56512448,9,"No-take","preferential"
"55","EGB5-3","Carangidae Pseudocaranx spp",2,115.4150233,-33.57811143,10,"No-take","preferential"
"56","EGB6-1","Carangidae Pseudocaranx spp",1,115.396083,-33.59721683,10,"Fished","preferential"
"57","EGB6-2","Carangidae Pseudocaranx spp",12,115.3964731,-33.60053695,9,"Fished","preferential"
"58","EGB6-3","Carangidae Pseudocaranx spp",1,115.3921409,-33.60189265,9,"Fished","preferential"
"59","EGB6-4","Carangidae Pseudocaranx spp",2,115.3892996,-33.59827425,9,"Fished","preferential"
"60","EGB6-5","Carangidae Pseudocaranx spp",8,115.3922396,-33.5947719,10,"Fished","preferential"
"61","EGB7-1","Carangidae Pseudocaranx spp",2,115.3747124,-33.60895527,5,"Fished","preferential"
"62","EGB7-5","Carangidae Pseudocaranx spp",2,115.3798611,-33.60739777,9,"Fished","preferential"
"63","EGB6-2","Carangidae Seriola hippos",6,115.3964731,-33.60053695,9,"Fished","preferential"
"64","EGB6-5","Carangidae Seriola hippos",1,115.3922396,-33.5947719,10,"Fished","preferential"
"65","EGB1-2","Carangidae Trachurus novaezelandiae",3,115.442853,-33.54291277,10,"Fished","preferential"
"66","EGB1-5","Carangidae Trachurus novaezelandiae",3,115.4385019,-33.544133,10,"Fished","preferential"
"67","EGB3-4","Carangidae Trachurus novaezelandiae",12,115.4258155,-33.5630559,10,"No-take","preferential"
"68","EGB7-3","Carangidae Trachurus novaezelandiae",8,115.3755229,-33.60275858,9,"Fished","preferential"
"69","EGB1-3","Carcharhinidae Carcharhinus brevipinna",1,115.4418686,-33.5402568,10,"Fished","preferential"
"70","EGB3-4","Carcharhinidae Carcharhinus brevipinna",1,115.4258155,-33.5630559,10,"No-take","preferential"
"71","EGB1-3","Carcharhinidae Carcharhinus spp",1,115.4418686,-33.5402568,10,"Fished","preferential"
"72","EGB1-2","Carcharhinidae Galeocerdo cuvier",1,115.442853,-33.54291277,10,"Fished","preferential"
"73","EGB1-5","Carcharhinidae Galeocerdo cuvier",1,115.4385019,-33.544133,10,"Fished","preferential"
"74","EGB3-4","Carcharhinidae Galeocerdo cuvier",1,115.4258155,-33.5630559,10,"No-take","preferential"
"75","EGB5-5","Carcharhinidae Galeocerdo cuvier",1,115.4119596,-33.5802932,9,"No-take","preferential"
"76","EGB6-5","Dasyatidae Bathytoshia brevicaudata",1,115.3922396,-33.5947719,10,"Fished","preferential"
"77","EGB7-1","Dasyatidae Bathytoshia brevicaudata",1,115.3747124,-33.60895527,5,"Fished","preferential"
"78","EGB1-2","Dinolestidae Dinolestes lewini",1,115.442853,-33.54291277,10,"Fished","preferential"
"79","EGB7-1","Dinolestidae Dinolestes lewini",1,115.3747124,-33.60895527,5,"Fished","preferential"
"80","EGB7-2","Dinolestidae Dinolestes lewini",1,115.3736669,-33.60517108,9,"Fished","preferential"
"81","EGB1-1","Gerreidae Parequula melbournensis",1,115.4418886,-33.5453025,10,"Fished","preferential"
"82","EGB1-2","Gerreidae Parequula melbournensis",13,115.442853,-33.54291277,10,"Fished","preferential"
"83","EGB1-3","Gerreidae Parequula melbournensis",2,115.4418686,-33.5402568,10,"Fished","preferential"
"84","EGB1-4","Gerreidae Parequula melbournensis",1,115.4447551,-33.54160948,10,"Fished","preferential"
"85","EGB1-5","Gerreidae Parequula melbournensis",3,115.4385019,-33.544133,10,"Fished","preferential"
"86","EGB2-1","Gerreidae Parequula melbournensis",9,115.4320331,-33.55358215,10,"Fished","preferential"
"87","EGB2-2","Gerreidae Parequula melbournensis",16,115.4356611,-33.55264123,10,"Fished","preferential"
"88","EGB2-3","Gerreidae Parequula melbournensis",8,115.4298323,-33.55161108,11,"Fished","preferential"
"89","EGB2-4","Gerreidae Parequula melbournensis",8,115.4366481,-33.5499871,10,"Fished","preferential"
"90","EGB2-5","Gerreidae Parequula melbournensis",1,115.4334449,-33.54825213,11,"Fished","preferential"
"91","EGB3-1","Gerreidae Parequula melbournensis",26,115.4207646,-33.56581203,10,"No-take","preferential"
"92","EGB3-2","Gerreidae Parequula melbournensis",1,115.4204045,-33.56324325,10,"No-take","preferential"
"93","EGB3-3","Gerreidae Parequula melbournensis",1,115.4220941,-33.56150228,10,"No-take","preferential"
"94","EGB3-4","Gerreidae Parequula melbournensis",5,115.4258155,-33.5630559,10,"No-take","preferential"
"95","EGB5-4","Gerreidae Parequula melbournensis",6,115.409046,-33.577856,10,"No-take","preferential"
"96","EGB5-5","Gerreidae Parequula melbournensis",1,115.4119596,-33.5802932,9,"No-take","preferential"
"97","EGB6-1","Gerreidae Parequula melbournensis",2,115.396083,-33.59721683,10,"Fished","preferential"
"98","EGB6-4","Gerreidae Parequula melbournensis",1,115.3892996,-33.59827425,9,"Fished","preferential"
"99","EGB6-5","Gerreidae Parequula melbournensis",24,115.3922396,-33.5947719,10,"Fished","preferential"
"100","EGB7-1","Gerreidae Parequula melbournensis",2,115.3747124,-33.60895527,5,"Fished","preferential"
"101","EGB7-2","Gerreidae Parequula melbournensis",3,115.3736669,-33.60517108,9,"Fished","preferential"
"102","EGB7-5","Gerreidae Parequula melbournensis",5,115.3798611,-33.60739777,9,"Fished","preferential"
"103","EGB2-1","Heterodontidae Heterodontus portusjacksoni",1,115.4320331,-33.55358215,10,"Fished","preferential"
"104","EGB6-3","Heterodontidae Heterodontus portusjacksoni",1,115.3921409,-33.60189265,9,"Fished","preferential"
"105","EGB7-1","Labridae  spp",2,115.3747124,-33.60895527,5,"Fished","preferential"
"106","EGB2-4","Labridae Austrolabrus maculatus",1,115.4366481,-33.5499871,10,"Fished","preferential"
"107","EGB5-5","Labridae Austrolabrus maculatus",1,115.4119596,-33.5802932,9,"No-take","preferential"
"108","EGB6-1","Labridae Austrolabrus maculatus",1,115.396083,-33.59721683,10,"Fished","preferential"
"109","EGB2-4","Labridae Choerodon rubescens",1,115.4366481,-33.5499871,10,"Fished","preferential"
"110","EGB2-1","Labridae Coris auricularis",4,115.4320331,-33.55358215,10,"Fished","preferential"
"111","EGB2-2","Labridae Coris auricularis",2,115.4356611,-33.55264123,10,"Fished","preferential"
"112","EGB2-3","Labridae Coris auricularis",1,115.4298323,-33.55161108,11,"Fished","preferential"
"113","EGB2-4","Labridae Coris auricularis",3,115.4366481,-33.5499871,10,"Fished","preferential"
"114","EGB3-4","Labridae Coris auricularis",1,115.4258155,-33.5630559,10,"No-take","preferential"
"115","EGB6-1","Labridae Coris auricularis",6,115.396083,-33.59721683,10,"Fished","preferential"
"116","EGB6-2","Labridae Coris auricularis",1,115.3964731,-33.60053695,9,"Fished","preferential"
"117","EGB6-5","Labridae Coris auricularis",3,115.3922396,-33.5947719,10,"Fished","preferential"
"118","EGB3-4","Labridae Dotalabrus aurantiacus",1,115.4258155,-33.5630559,10,"No-take","preferential"
"119","EGB1-1","Labridae Eupetrichthys angustipes",1,115.4418886,-33.5453025,10,"Fished","preferential"
"120","EGB2-1","Labridae Eupetrichthys angustipes",1,115.4320331,-33.55358215,10,"Fished","preferential"
"121","EGB3-3","Labridae Eupetrichthys angustipes",1,115.4220941,-33.56150228,10,"No-take","preferential"
"122","EGB5-5","Labridae Eupetrichthys angustipes",1,115.4119596,-33.5802932,9,"No-take","preferential"
"123","EGB7-5","Labridae Eupetrichthys angustipes",1,115.3798611,-33.60739777,9,"Fished","preferential"
"124","EGB1-5","Labridae Haletta semifasciata",1,115.4385019,-33.544133,10,"Fished","preferential"
"125","EGB2-5","Labridae Haletta semifasciata",1,115.4334449,-33.54825213,11,"Fished","preferential"
"126","EGB1-2","Labridae Halichoeres brownfieldi",2,115.442853,-33.54291277,10,"Fished","preferential"
"127","EGB1-4","Labridae Halichoeres brownfieldi",1,115.4447551,-33.54160948,10,"Fished","preferential"
"128","EGB2-4","Labridae Halichoeres brownfieldi",1,115.4366481,-33.5499871,10,"Fished","preferential"
"129","EGB3-5","Labridae Halichoeres brownfieldi",1,115.425212,-33.56512448,9,"No-take","preferential"
"130","EGB5-5","Labridae Halichoeres brownfieldi",1,115.4119596,-33.5802932,9,"No-take","preferential"
"131","EGB6-4","Labridae Halichoeres brownfieldi",1,115.3892996,-33.59827425,9,"Fished","preferential"
"132","EGB7-5","Labridae Halichoeres brownfieldi",1,115.3798611,-33.60739777,9,"Fished","preferential"
"133","EGB1-1","Labridae Notolabrus parilus",1,115.4418886,-33.5453025,10,"Fished","preferential"
"134","EGB1-2","Labridae Notolabrus parilus",2,115.442853,-33.54291277,10,"Fished","preferential"
"135","EGB1-3","Labridae Notolabrus parilus",2,115.4418686,-33.5402568,10,"Fished","preferential"
"136","EGB1-5","Labridae Notolabrus parilus",2,115.4385019,-33.544133,10,"Fished","preferential"
"137","EGB2-1","Labridae Notolabrus parilus",2,115.4320331,-33.55358215,10,"Fished","preferential"
"138","EGB2-2","Labridae Notolabrus parilus",2,115.4356611,-33.55264123,10,"Fished","preferential"
"139","EGB2-3","Labridae Notolabrus parilus",2,115.4298323,-33.55161108,11,"Fished","preferential"
"140","EGB2-4","Labridae Notolabrus parilus",3,115.4366481,-33.5499871,10,"Fished","preferential"
"141","EGB2-5","Labridae Notolabrus parilus",3,115.4334449,-33.54825213,11,"Fished","preferential"
"142","EGB3-1","Labridae Notolabrus parilus",1,115.4207646,-33.56581203,10,"No-take","preferential"
"143","EGB3-2","Labridae Notolabrus parilus",1,115.4204045,-33.56324325,10,"No-take","preferential"
"144","EGB3-3","Labridae Notolabrus parilus",1,115.4220941,-33.56150228,10,"No-take","preferential"
"145","EGB3-4","Labridae Notolabrus parilus",1,115.4258155,-33.5630559,10,"No-take","preferential"
"146","EGB3-5","Labridae Notolabrus parilus",1,115.425212,-33.56512448,9,"No-take","preferential"
"147","EGB5-3","Labridae Notolabrus parilus",1,115.4150233,-33.57811143,10,"No-take","preferential"
"148","EGB5-4","Labridae Notolabrus parilus",1,115.409046,-33.577856,10,"No-take","preferential"
"149","EGB5-5","Labridae Notolabrus parilus",1,115.4119596,-33.5802932,9,"No-take","preferential"
"150","EGB6-1","Labridae Notolabrus parilus",2,115.396083,-33.59721683,10,"Fished","preferential"
"151","EGB6-2","Labridae Notolabrus parilus",1,115.3964731,-33.60053695,9,"Fished","preferential"
"152","EGB6-4","Labridae Notolabrus parilus",1,115.3892996,-33.59827425,9,"Fished","preferential"
"153","EGB6-5","Labridae Notolabrus parilus",1,115.3922396,-33.5947719,10,"Fished","preferential"
"154","EGB7-3","Labridae Notolabrus parilus",2,115.3755229,-33.60275858,9,"Fished","preferential"
"155","EGB7-5","Labridae Notolabrus parilus",1,115.3798611,-33.60739777,9,"Fished","preferential"
"156","EGB1-2","Labridae Ophthalmolepis lineolatus",1,115.442853,-33.54291277,10,"Fished","preferential"
"157","EGB3-3","Labridae Siphonognathus caninis",1,115.4220941,-33.56150228,10,"No-take","preferential"
"158","EGB6-5","Labridae Siphonognathus caninis",1,115.3922396,-33.5947719,10,"Fished","preferential"
"159","EGB7-3","Labridae Siphonognathus spp",1,115.3755229,-33.60275858,9,"Fished","preferential"
"160","EGB1-1","Monacanthidae Acanthaluteres sp1",148,115.4418886,-33.5453025,10,"Fished","preferential"
"161","EGB1-2","Monacanthidae Acanthaluteres sp1",2,115.442853,-33.54291277,10,"Fished","preferential"
"162","EGB1-4","Monacanthidae Acanthaluteres sp1",1,115.4447551,-33.54160948,10,"Fished","preferential"
"163","EGB1-5","Monacanthidae Acanthaluteres sp1",69,115.4385019,-33.544133,10,"Fished","preferential"
"164","EGB2-3","Monacanthidae Acanthaluteres sp1",10,115.4298323,-33.55161108,11,"Fished","preferential"
"165","EGB2-4","Monacanthidae Acanthaluteres sp1",12,115.4366481,-33.5499871,10,"Fished","preferential"
"166","EGB2-5","Monacanthidae Acanthaluteres sp1",56,115.4334449,-33.54825213,11,"Fished","preferential"
"167","EGB3-1","Monacanthidae Acanthaluteres sp1",10,115.4207646,-33.56581203,10,"No-take","preferential"
"168","EGB3-2","Monacanthidae Acanthaluteres sp1",52,115.4204045,-33.56324325,10,"No-take","preferential"
"169","EGB3-3","Monacanthidae Acanthaluteres sp1",2,115.4220941,-33.56150228,10,"No-take","preferential"
"170","EGB3-4","Monacanthidae Acanthaluteres sp1",7,115.4258155,-33.5630559,10,"No-take","preferential"
"171","EGB3-5","Monacanthidae Acanthaluteres sp1",9,115.425212,-33.56512448,9,"No-take","preferential"
"172","EGB5-3","Monacanthidae Acanthaluteres sp1",21,115.4150233,-33.57811143,10,"No-take","preferential"
"173","EGB5-4","Monacanthidae Acanthaluteres sp1",2,115.409046,-33.577856,10,"No-take","preferential"
"174","EGB5-5","Monacanthidae Acanthaluteres sp1",2,115.4119596,-33.5802932,9,"No-take","preferential"
"175","EGB6-1","Monacanthidae Acanthaluteres sp1",3,115.396083,-33.59721683,10,"Fished","preferential"
"176","EGB6-2","Monacanthidae Acanthaluteres sp1",16,115.3964731,-33.60053695,9,"Fished","preferential"
"177","EGB6-3","Monacanthidae Acanthaluteres sp1",62,115.3921409,-33.60189265,9,"Fished","preferential"
"178","EGB6-4","Monacanthidae Acanthaluteres sp1",13,115.3892996,-33.59827425,9,"Fished","preferential"
"179","EGB6-5","Monacanthidae Acanthaluteres sp1",2,115.3922396,-33.5947719,10,"Fished","preferential"
"180","EGB7-1","Monacanthidae Acanthaluteres sp1",20,115.3747124,-33.60895527,5,"Fished","preferential"
"181","EGB7-2","Monacanthidae Acanthaluteres sp1",3,115.3736669,-33.60517108,9,"Fished","preferential"
"182","EGB7-3","Monacanthidae Acanthaluteres sp1",65,115.3755229,-33.60275858,9,"Fished","preferential"
"183","EGB7-5","Monacanthidae Acanthaluteres sp1",18,115.3798611,-33.60739777,9,"Fished","preferential"
"184","EGB5-5","Monacanthidae Acanthaluteres spp",5,115.4119596,-33.5802932,9,"No-take","preferential"
"185","EGB6-1","Monacanthidae Acanthaluteres spp",5,115.396083,-33.59721683,10,"Fished","preferential"
"186","EGB1-4","Monacanthidae Brachaluteres jacksonianus",1,115.4447551,-33.54160948,10,"Fished","preferential"
"187","EGB2-2","Monacanthidae Brachaluteres jacksonianus",1,115.4356611,-33.55264123,10,"Fished","preferential"
"188","EGB3-2","Monacanthidae Brachaluteres jacksonianus",1,115.4204045,-33.56324325,10,"No-take","preferential"
"189","EGB6-3","Monacanthidae Brachaluteres jacksonianus",1,115.3921409,-33.60189265,9,"Fished","preferential"
"190","EGB2-2","Monacanthidae Meuschenia scabra",2,115.4356611,-33.55264123,10,"Fished","preferential"
"191","EGB1-1","Monacanthidae Scobinichthys granulatus",3,115.4418886,-33.5453025,10,"Fished","preferential"
"192","EGB1-2","Monacanthidae Scobinichthys granulatus",3,115.442853,-33.54291277,10,"Fished","preferential"
"193","EGB1-3","Monacanthidae Scobinichthys granulatus",3,115.4418686,-33.5402568,10,"Fished","preferential"
"194","EGB1-4","Monacanthidae Scobinichthys granulatus",2,115.4447551,-33.54160948,10,"Fished","preferential"
"195","EGB1-5","Monacanthidae Scobinichthys granulatus",1,115.4385019,-33.544133,10,"Fished","preferential"
"196","EGB2-1","Monacanthidae Scobinichthys granulatus",2,115.4320331,-33.55358215,10,"Fished","preferential"
"197","EGB2-2","Monacanthidae Scobinichthys granulatus",1,115.4356611,-33.55264123,10,"Fished","preferential"
"198","EGB2-3","Monacanthidae Scobinichthys granulatus",1,115.4298323,-33.55161108,11,"Fished","preferential"
"199","EGB2-4","Monacanthidae Scobinichthys granulatus",1,115.4366481,-33.5499871,10,"Fished","preferential"
"200","EGB2-5","Monacanthidae Scobinichthys granulatus",5,115.4334449,-33.54825213,11,"Fished","preferential"
"201","EGB3-1","Monacanthidae Scobinichthys granulatus",1,115.4207646,-33.56581203,10,"No-take","preferential"
"202","EGB3-2","Monacanthidae Scobinichthys granulatus",2,115.4204045,-33.56324325,10,"No-take","preferential"
"203","EGB3-3","Monacanthidae Scobinichthys granulatus",3,115.4220941,-33.56150228,10,"No-take","preferential"
"204","EGB3-4","Monacanthidae Scobinichthys granulatus",2,115.4258155,-33.5630559,10,"No-take","preferential"
"205","EGB3-5","Monacanthidae Scobinichthys granulatus",1,115.425212,-33.56512448,9,"No-take","preferential"
"206","EGB5-3","Monacanthidae Scobinichthys granulatus",2,115.4150233,-33.57811143,10,"No-take","preferential"
"207","EGB5-4","Monacanthidae Scobinichthys granulatus",1,115.409046,-33.577856,10,"No-take","preferential"
"208","EGB5-5","Monacanthidae Scobinichthys granulatus",3,115.4119596,-33.5802932,9,"No-take","preferential"
"209","EGB6-1","Monacanthidae Scobinichthys granulatus",1,115.396083,-33.59721683,10,"Fished","preferential"
"210","EGB6-3","Monacanthidae Scobinichthys granulatus",3,115.3921409,-33.60189265,9,"Fished","preferential"
"211","EGB6-4","Monacanthidae Scobinichthys granulatus",7,115.3892996,-33.59827425,9,"Fished","preferential"
"212","EGB6-5","Monacanthidae Scobinichthys granulatus",1,115.3922396,-33.5947719,10,"Fished","preferential"
"213","EGB7-1","Monacanthidae Scobinichthys granulatus",3,115.3747124,-33.60895527,5,"Fished","preferential"
"214","EGB7-2","Monacanthidae Scobinichthys granulatus",1,115.3736669,-33.60517108,9,"Fished","preferential"
"215","EGB7-3","Monacanthidae Scobinichthys granulatus",2,115.3755229,-33.60275858,9,"Fished","preferential"
"216","EGB7-5","Monacanthidae Scobinichthys granulatus",2,115.3798611,-33.60739777,9,"Fished","preferential"
"217","EGB1-1","Mullidae Upeneichthys vlamingii",2,115.4418886,-33.5453025,10,"Fished","preferential"
"218","EGB1-2","Mullidae Upeneichthys vlamingii",2,115.442853,-33.54291277,10,"Fished","preferential"
"219","EGB1-3","Mullidae Upeneichthys vlamingii",1,115.4418686,-33.5402568,10,"Fished","preferential"
"220","EGB1-4","Mullidae Upeneichthys vlamingii",1,115.4447551,-33.54160948,10,"Fished","preferential"
"221","EGB1-5","Mullidae Upeneichthys vlamingii",1,115.4385019,-33.544133,10,"Fished","preferential"
"222","EGB2-1","Mullidae Upeneichthys vlamingii",1,115.4320331,-33.55358215,10,"Fished","preferential"
"223","EGB2-3","Mullidae Upeneichthys vlamingii",1,115.4298323,-33.55161108,11,"Fished","preferential"
"224","EGB2-5","Mullidae Upeneichthys vlamingii",1,115.4334449,-33.54825213,11,"Fished","preferential"
"225","EGB3-3","Mullidae Upeneichthys vlamingii",1,115.4220941,-33.56150228,10,"No-take","preferential"
"226","EGB3-4","Mullidae Upeneichthys vlamingii",1,115.4258155,-33.5630559,10,"No-take","preferential"
"227","EGB3-5","Mullidae Upeneichthys vlamingii",1,115.425212,-33.56512448,9,"No-take","preferential"
"228","EGB5-3","Mullidae Upeneichthys vlamingii",2,115.4150233,-33.57811143,10,"No-take","preferential"
"229","EGB5-4","Mullidae Upeneichthys vlamingii",2,115.409046,-33.577856,10,"No-take","preferential"
"230","EGB5-5","Mullidae Upeneichthys vlamingii",1,115.4119596,-33.5802932,9,"No-take","preferential"
"231","EGB6-1","Mullidae Upeneichthys vlamingii",1,115.396083,-33.59721683,10,"Fished","preferential"
"232","EGB6-3","Mullidae Upeneichthys vlamingii",1,115.3921409,-33.60189265,9,"Fished","preferential"
"233","EGB6-5","Mullidae Upeneichthys vlamingii",1,115.3922396,-33.5947719,10,"Fished","preferential"
"234","EGB7-1","Mullidae Upeneichthys vlamingii",1,115.3747124,-33.60895527,5,"Fished","preferential"
"235","EGB7-2","Mullidae Upeneichthys vlamingii",6,115.3736669,-33.60517108,9,"Fished","preferential"
"236","EGB7-3","Mullidae Upeneichthys vlamingii",1,115.3755229,-33.60275858,9,"Fished","preferential"
"237","EGB7-5","Mullidae Upeneichthys vlamingii",3,115.3798611,-33.60739777,9,"Fished","preferential"
"238","EGB1-3","Myliobatidae Myliobatis tenuicaudatus",1,115.4418686,-33.5402568,10,"Fished","preferential"
"239","EGB1-4","Myliobatidae Myliobatis tenuicaudatus",1,115.4447551,-33.54160948,10,"Fished","preferential"
"240","EGB2-1","Myliobatidae Myliobatis tenuicaudatus",1,115.4320331,-33.55358215,10,"Fished","preferential"
"241","EGB2-3","Myliobatidae Myliobatis tenuicaudatus",1,115.4298323,-33.55161108,11,"Fished","preferential"
"242","EGB3-3","Myliobatidae Myliobatis tenuicaudatus",1,115.4220941,-33.56150228,10,"No-take","preferential"
"243","EGB6-1","Myliobatidae Myliobatis tenuicaudatus",3,115.396083,-33.59721683,10,"Fished","preferential"
"244","EGB6-2","Myliobatidae Myliobatis tenuicaudatus",1,115.3964731,-33.60053695,9,"Fished","preferential"
"245","EGB6-5","Myliobatidae Myliobatis tenuicaudatus",1,115.3922396,-33.5947719,10,"Fished","preferential"
"246","EGB7-5","Myliobatidae Myliobatis tenuicaudatus",1,115.3798611,-33.60739777,9,"Fished","preferential"
"247","EGB3-3","Nemipteridae Pentapodus vitta",1,115.4220941,-33.56150228,10,"No-take","preferential"
"248","EGB5-4","Platycephalidae Platycephalus grandispinis",1,115.409046,-33.577856,10,"No-take","preferential"
"249","EGB7-5","Scombridae Scomberomorus commerson",1,115.3798611,-33.60739777,9,"Fished","preferential"
"250","EGB3-3","Scombridae Thunnus maccoyii",1,115.4220941,-33.56150228,10,"No-take","preferential"
"251","EGB2-2","Sillaginidae Sillaginodes punctatus",1,115.4356611,-33.55264123,10,"Fished","preferential"
"252","EGB5-4","Sillaginidae Sillaginodes punctatus",1,115.409046,-33.577856,10,"No-take","preferential"
"253","EGB6-1","Sillaginidae Sillaginodes punctatus",1,115.396083,-33.59721683,10,"Fished","preferential"
"254","EGB6-2","Sillaginidae Sillaginodes punctatus",1,115.3964731,-33.60053695,9,"Fished","preferential"
"255","EGB6-5","Sillaginidae Sillaginodes punctatus",2,115.3922396,-33.5947719,10,"Fished","preferential"
"256","EGB7-1","Sillaginidae Sillaginodes punctatus",2,115.3747124,-33.60895527,5,"Fished","preferential"
"257","EGB7-2","Sillaginidae Sillaginodes punctatus",3,115.3736669,-33.60517108,9,"Fished","preferential"
