OpCode	ImagePtPair	Index	Lx	Ly	Rx	Ry
CF4-2	55	1	1807.61553	150.23001	1606.50647	131.30340
CF4-2	56	0	1278.58824	479.58824	1385.88235	471.35294
CF4-2	56	1	1422.41176	457.23529	1557.64706	449.58824
CF4-2	57	0	1421.39002	818.76342	1155.98152	813.92223
CF4-2	57	1	1291.26063	764.64513	1061.93346	756.25520
CF4-2	58	0	1396.58824	377.35294	1508.05882	358.47059
CF4-2	58	1	1318.64706	370.29412	1409.82353	355.82353
CF4-2	59	0	664.84288	894.28258	403.40111	872.99014
CF4-2	59	1	818.63216	952.24535	600.96118	933.31873
CF4-2	60	0	1572.30684	782.50821	1470.80961	790.03505
CF4-2	60	1	1473.23105	811.48959	1359.90388	820.49507
CF4-2	61	0	1572.92237	862.10515	1017.02403	835.20591
CF4-2	61	1	1356.73013	866.24535	852.88355	848.80942
CF4-2	62	0	1122.82353	268.76471	1052.94118	258.47059
CF4-2	62	1	1047.52941	249.94118	976.76471	232.58824
CF4-2	63	0	1435.41405	894.27492	1435.47320	915.88828
CF4-2	63	1	1397.85397	844.88828	1390.81516	858.22125
CF4-2	64	0	1236.22921	502.73823	962.95749	495.64074
CF4-2	64	1	1450.35120	307.55750	1191.27542	298.09419
CF4-2	65	0	1243.42514	959.63855	1067.37893	958.75137
CF4-2	65	1	1136.06839	1001.92771	962.97967	996.30887
CF4-2	66	0	1778.63216	187.92223	1666.54344	157.27601
CF4-2	66	1	1502.99445	209.21468	1399.02773	187.83680
CF4-2	67	0	1266.64706	728.94118	1048.88235	748.88235
CF4-2	67	1	1325.47059	715.70588	1106.82353	719.76471
CF4-2	68	0	1012.00000	303.70588	1168.05882	290.58824
CF4-2	68	1	1084.94118	287.23529	1248.05882	269.11765
CF4-2	69	0	1468.23529	462.35294	1243.52941	489.41176
CF4-2	69	1	1609.41176	480.00000	1360.00000	516.47059
CF4-3	0	0	1182.99445	579.62760	767.76340	565.43264
CF4-3	1	0	844.65804	893.09967	796.15527	869.44140
CF4-3	1	1	996.08133	984.18401	952.31054	972.35487
CF4-3	2	0	478.77634	869.44140	392.16266	855.24644
CF4-3	2	1	399.51571	866.48412	299.29760	849.92333
CF4-3	3	0	1002.94640	730.70537	1028.02033	721.18401
CF4-3	3	1	1057.36414	700.54107	1079.18484	690.72399
CF4-3	4	0	1260.96118	774.01972	1334.89279	767.81490
CF4-3	4	1	1217.19039	717.53560	1284.91128	708.66922
CF4-3	5	0	1041.75231	700.58379	1132.09242	691.68784
CF4-3	5	1	983.48983	642.62103	1072.64695	633.13363
CF4-3	6	0	745.36784	596.69113	585.31054	591.13582
CF4-3	6	1	629.13863	539.31982	469.08133	537.31325
CF4-3	7	0	914.50092	463.84885	934.55453	453.90690
CF4-3	7	1	839.38078	447.87952	861.80037	442.07777
CF4-3	8	0	1119.68392	489.88280	1102.73752	471.13253
CF4-3	8	1	1033.32532	470.95619	1020.51941	457.23330
CF4-3	9	0	1346.58041	840.61446	1329.31793	832.69989
CF4-3	9	1	1433.82625	863.38554	1416.85952	858.42826
CF4-3	10	0	343.97967	555.98028	482.36229	560.42826
CF4-3	10	1	297.84288	497.13034	444.21072	509.26725
CF4-3	11	0	759.48244	600.92004	375.00924	592.63965
CF4-3	11	1	586.76525	661.24863	147.87431	662.43154
CF4-3	12	0	787.87431	790.18620	641.18299	780.72289
CF4-3	12	1	651.82994	809.11281	489.75970	800.83242
CF4-3	13	0	1194.35120	473.33844	745.32532	442.63746
CF4-3	13	1	1314.42514	580.39211	886.10166	544.95947
CF4-3	14	0	1285.91497	812.66156	1332.05176	806.74699
CF4-3	14	1	1483.47505	855.24644	1552.08872	859.97809
CF4-3	15	0	1518.96488	900.19715	1509.50092	899.01424
CF4-3	15	1	1257.52311	812.66156	1243.32717	803.19825
CF4-3	16	0	550.95009	533.25958	398.07763	538.47207
CF4-3	16	1	484.70240	487.12596	327.09797	495.29573
CF4-3	17	0	113.83001	645.51119	120.37775	646.38433
CF4-3	17	1	162.18258	672.71269	165.20462	669.05224
CF4-3	18	0	442.43993	680.35049	370.86876	679.17415
CF4-3	18	1	397.48614	662.60679	321.77449	662.02191
CF4-3	19	0	567.64880	938.76013	378.10721	930.23001
CF4-3	19	1	464.72828	923.08653	291.45287	915.44359
CF4-3	20	0	512.93530	909.48302	290.86137	903.61446
CF4-3	20	1	420.07024	891.14786	208.93900	887.64513
CF4-3	21	0	332.42144	965.84885	160.88725	951.65389
CF4-3	21	1	230.68392	942.78204	55.00924	945.14786
CF4-3	22	0	383.88170	920.30668	196.96858	916.16648
CF4-3	22	1	322.36599	907.88609	128.94640	906.70318
CF4-3	23	0	570.44362	895.46550	385.65619	878.31325
CF4-3	23	1	517.20887	887.18510	319.40850	888.95947
CF4-3	24	0	671.58965	879.49617	534.12200	866.48412
CF4-3	24	1	602.38447	885.41073	460.77634	874.76451
CF4-3	25	0	623.67837	855.83790	514.01109	844.00876
CF4-3	25	1	563.34566	848.74042	450.72089	843.41731
CF4-3	26	0	394.17745	866.48412	279.77819	852.28916
CF4-3	26	1	328.52126	826.26506	221.21996	819.16758
CF4-3	27	0	352.53235	881.27054	183.95564	872.39869
CF4-3	27	1	278.00370	877.13034	92.86506	871.21577
CF4-3	28	0	797.33826	852.28916	590.31423	838.09419
CF4-3	28	1	723.99261	832.77108	543.58595	812.66156
CF4-3	29	0	805.02773	836.91128	664.25139	825.08215
CF4-3	29	1	768.94640	791.36911	622.25508	799.64951
CF4-3	30	0	347.20887	974.72070	179.22366	958.75137
CF4-3	30	1	262.62477	953.42826	67.43068	942.78204
CF4-3	31	0	576.11830	939.23330	393.34566	926.22125
CF4-3	31	1	492.71719	934.50164	304.02957	922.08105
CF4-3	32	0	518.15157	915.57503	298.70610	910.84337
CF4-3	32	1	438.89094	881.27054	215.30499	876.53888
CF4-3	33	0	395.71165	932.13582	209.98152	922.08105
CF4-3	33	1	320.59150	901.38007	123.62292	903.74589
CF4-3	34	0	686.13678	871.21577	549.50092	860.56955
CF4-3	34	1	615.74861	875.94743	482.66174	864.70975
CF4-3	35	0	632.90203	853.47207	523.47505	841.05148
CF4-3	35	1	569.61183	846.96605	450.12939	835.13691
CF4-3	36	0	401.62662	867.07558	298.70610	854.65498
CF4-3	36	1	344.84288	840.46002	233.64140	831.58817
CF4-3	37	0	709.20518	854.65498	604.51017	842.82585
CF4-3	37	1	672.53235	814.43593	563.10536	802.01533
CF4-3	38	0	844.65804	898.42278	738.78004	884.22782
CF4-3	38	1	782.55083	880.08762	679.63031	861.75246
CF4-3	39	0	1057.83179	939.82475	893.15527	927.40416
CF4-3	39	1	1005.18854	899.60570	838.73752	892.50821
CF4-3	40	0	618.36784	895.46550	436.52495	883.63636
CF4-3	40	1	550.34566	896.64841	346.02588	885.41073
CF4-3	41	0	676.92606	841.05148	445.39741	830.40526
CF4-3	41	1	619.55083	835.72837	389.20518	823.30778
CF4-3	42	0	987.80037	736.95509	719.26063	733.40635
CF4-3	42	1	868.31793	707.38226	606.87616	708.56517
CF4-3	43	0	1516.59889	395.09310	1516.59889	348.95947
CF4-3	43	1	1377.00555	406.92223	1343.88170	373.80066
CF4-3	44	0	1691.68207	524.03067	1530.79482	481.44578
CF4-3	44	1	1839.55638	638.77327	1695.23105	595.00548
CF4-3	45	0	895.52680	211.74151	758.29945	212.92442
CF4-3	45	1	694.41774	47.31654	545.36044	59.14567
CF4-3	46	0	958.77264	511.07010	817.55638	498.53998
CF4-3	46	1	874.18854	503.97262	749.53420	491.44250
CF4-3	47	0	1313.12384	457.78751	1298.87985	429.00876
CF4-3	47	1	1192.00185	474.25301	1172.29945	449.70975
CF4-3	48	0	1224.39926	406.92223	973.60444	399.82475
CF4-3	48	1	1447.98521	324.11829	1214.93530	311.10624
CF4-3	49	0	1892.79113	799.64951	20.11091	799.64951
CF4-3	50	0	1093.08688	583.17634	755.93346	568.98138
CF4-3	50	1	896.70980	532.31106	540.62847	526.39650
CF4-3	51	0	1504.07579	859.97809	1160.42329	836.91128
CF4-3	51	1	1370.98891	731.04053	1042.71534	712.70537
CF4-3	52	0	1470.46211	636.28368	1251.05360	622.32640
CF4-3	52	1	1339.14972	594.88171	1144.58410	575.00986
CF4-3	53	0	300.48059	501.55531	128.94640	505.10405
CF4-3	53	1	461.36784	604.46878	346.61738	595.00548
CF4-3	54	0	708.61368	1032.68346	376.19224	1036.23220
CF4-3	55	0	1057.59704	815.02738	987.80037	809.11281
CF4-3	55	1	953.49353	741.68675	863.58595	749.96714
CF4-3	56	0	1531.97782	910.84337	1655.00924	926.22125
CF4-3	56	1	1439.70425	890.73384	1571.01664	906.11172
CF4-4	0	0	1465.73013	586.72508	868.31793	531.12815
CF4-4	1	0	1335.62329	917.91045	1226.15635	895.02239
CF4-4	1	1	1278.20462	926.97761	1174.27807	901.06716
CF4-4	2	0	1591.71904	764.02738	1640.81331	753.52136
CF4-4	2	1	1498.26248	729.72289	1529.02033	715.07667
CF4-4	3	0	830.46211	353.69113	130.12939	281.53341
CF4-4	4	0	1006.72089	660.02081	1135.19778	635.48412
CF4-4	4	1	959.99261	681.90471	1087.28651	656.18510
CF4-4	5	0	530.83179	675.46659	692.21072	633.35706
CF4-4	6	0	1243.63216	993.64732	762.05730	942.19058
CF4-4	6	1	1067.36599	929.76999	578.10166	880.67908
CF4-4	7	0	1857.89279	612.52793	1914.67652	588.98467
CF4-4	7	1	1734.26987	632.63746	1762.66174	613.82585
CF4-4	8	0	1630.16636	833.95400	1393.35490	803.72837
CF4-4	8	1	1508.90943	884.81928	1302.26433	854.00219
CF4-4	9	0	1395.84104	764.44250	1248.62292	736.27711
CF4-4	9	1	1304.75046	778.04600	1143.33641	751.06353
CF4-4	10	0	1028.97597	260.00329	367.91128	195.18072
CF4-4	10	1	872.82070	197.30887	139.00185	112.37678
CF4-4	11	0	792.60628	852.88061	429.42699	807.92990
CF4-4	11	1	631.71904	878.90471	267.35675	838.68565
CF4-4	12	0	1385.28651	508.65279	1119.11275	475.53122
CF4-4	12	1	1255.15712	525.21358	1022.10721	493.27492
CF4-4	13	0	1625.43438	421.55860	1640.22181	378.14348
CF4-4	14	0	1686.35860	407.95509	1721.84843	360.39978
CF4-4	15	0	1676.30314	447.58269	1696.41405	406.53341
CF4-4	16	0	358.44732	571.34721	332.42144	531.12815
CF4-4	16	1	820.99815	560.70099	759.48244	528.76232
CF4-4	17	0	988.05360	1005.47645	717.43068	953.42826
CF4-4	17	1	915.29945	1069.94524	625.74861	1016.71413
CF4-4	18	0	804.98891	890.14239	804.39372	848.74042
CF4-4	18	1	878.33457	890.73384	871.82440	852.28916
CF4-4	19	0	1817.07948	552.21030	1266.35860	505.53341
CF4-4	19	1	1568.65065	598.34392	1045.13863	556.39869
CF4-4	20	0	1638.44732	862.34392	1077.70795	797.28368
CF4-4	20	1	1426.69131	895.46550	916.82070	836.31982
CF4-4	21	0	1257.42329	951.06243	1126.40665	922.67251
CF4-4	21	1	1157.45656	953.42826	1023.48614	917.94085
CF4-4	22	0	1197.08688	1014.93976	877.97782	968.80613
CF4-4	22	1	1100.67283	1012.57393	776.83179	965.84885
CF4-4	23	0	1333.50092	892.50821	1182.64510	860.56955
CF4-4	23	1	1169.65619	880.08762	1007.56192	844.60022
CF4-4	24	0	479.11275	335.94743	241.33087	288.63089
CF4-4	24	1	731.09057	457.78751	535.89649	415.20263
CF4-4	25	0	558.90018	541.38664	597.00555	509.78313
CF4-4	25	1	677.79113	543.75246	707.61553	511.55750
CF4-4	26	0	1058.90018	818.08215	979.45287	791.92990
CF4-4	26	1	966.62662	742.96714	882.44732	712.67470
CF4-4	27	0	986.61738	520.48193	645.91497	484.99452
CF4-4	27	1	921.55268	418.75137	595.04621	377.34940
CF4-4	28	0	1287.21442	570.83242	927.21811	535.21687
CF4-4	28	1	1414.97782	573.19825	1033.68762	534.03395
CF4-4	29	0	1058.72089	167.97371	786.59335	123.02300
CF4-4	29	1	952.84288	233.62541	690.17930	187.49179
CF4-4	30	0	1009.90943	434.87623	653.63771	395.10734
CF4-4	30	1	921.18484	384.01095	570.23660	343.65060
CF4-4	31	0	1241.62292	745.35706	912.68577	710.02738
CF4-4	31	1	1352.23290	776.11281	1003.18484	736.05148
CF4-4	32	0	1238.79113	732.44250	870.50462	696.57503
CF4-4	32	1	1387.25693	673.29682	1022.51941	638.02081
CF4-4	33	0	1214.93530	434.12924	623.43808	398.64184
CF4-4	33	1	1268.17006	202.27820	567.83734	167.97371
CF4-4	34	0	1348.13863	659.41183	1004.71719	620.85652
CF4-4	34	1	1234.57116	663.55203	895.29020	626.17963
CF4-4	35	0	523.91682	480.33844	372.64325	445.59474
CF4-4	35	1	627.42884	457.27163	466.09982	421.93647
CF4-4	36	0	1210.17190	371.53998	1053.13863	340.38116
CF4-4	36	1	1290.02403	289.91895	1125.89279	256.39430
CF4-4	37	0	1044.77264	966.44031	769.17190	925.03834
CF4-4	37	1	982.07394	923.26396	695.82625	887.18510
CF4-4	38	0	906.43623	568.88719	605.43253	538.97809
CF4-4	38	1	841.96303	352.41402	557.52126	320.73056
CF4-4	39	0	983.44917	747.63089	425.80961	700.89923
CF4-4	39	1	1165.03882	713.32640	619.82070	674.28368
CF4-4	40	0	953.52126	727.21030	383.29020	681.27163
CF4-4	40	1	1142.80037	713.60679	606.28466	670.03395
CF4-4	41	0	1313.28281	450.31435	1097.39741	420.30230
CF4-4	41	1	1371.84104	390.57722	1151.81516	357.60789
CF4-4	42	0	954.35120	270.29573	710.50462	231.85104
CF4-4	42	1	888.10351	237.76561	640.70795	199.91238
CF4-4	43	0	1233.44732	395.53341	490.56747	346.13143
CF4-4	43	1	1377.18115	364.18620	643.17375	317.15005
CF4-4	44	0	1099.84473	531.80832	878.49538	494.88719
CF4-4	44	1	1167.86691	560.19825	927.58965	524.46002
CF4-4	45	0	597.41220	436.49507	202.29205	392.72727
CF4-4	45	1	473.19778	357.23987	28.39187	305.19168
CF4-4	46	0	770.99815	572.17963	637.07394	541.66156
CF4-4	46	1	806.48799	535.50931	669.01479	504.39978
CF4-4	47	0	906.60628	556.80175	616.91497	523.53341
CF4-4	47	1	864.60998	500.02191	596.80407	468.52793
CF4-4	48	0	1220.97227	550.05805	1129.85767	520.13143
CF4-4	48	1	1294.90943	512.20482	1198.47135	482.86966
CF4-4	49	0	1139.92976	871.80723	769.70795	832.17963
CF4-4	49	1	1043.51571	816.21030	682.16636	776.58269
CF4-4	50	0	744.36784	494.36254	593.20518	462.89923
CF4-4	50	1	797.60259	465.97262	650.58041	432.73494
CF4-4	51	0	1705.87800	805.15553	797.42329	733.70427
CF4-4	51	1	1452.12569	749.55860	573.24584	701.17415
CF4-4	52	0	1089.53789	943.96495	522.29205	907.88609
CF4-4	52	1	1303.65989	871.80723	666.02588	821.53341
CF4-4	53	0	1833.64140	132.48631	197.56007	33.12158
CF4-4	53	1	1703.51201	325.30120	521.70055	263.78970
CF4-4	54	0	983.66174	572.55750	498.44917	541.86309
CF4-4	54	1	1033.93900	457.81490	572.97782	421.79737
CF4-4	55	0	1296.76340	849.33187	809.84843	798.46659
CF4-4	55	1	1196.80037	844.60022	674.39556	807.92990
CF4-4	56	0	905.59335	825.08215	432.41405	779.81380
CF4-4	56	1	752.98706	883.63636	253.78189	828.31325
CF4-4	57	0	1333.04067	881.27054	907.84473	837.50274
CF4-4	57	1	1184.57486	790.18620	767.65989	761.20482
CF4-4	58	0	1292.42144	681.85652	923.92976	642.99124
CF4-4	58	1	1415.45287	731.53888	1000.23290	682.02738
CF4-4	59	0	1640.22181	237.17415	1864.99076	156.14458
CF4-4	60	0	1351.57116	237.76561	1459.81516	184.53450
CF4-4	61	0	1479.33457	457.19606	1701.14603	415.79409
CF4-4	62	0	1368.13309	378.53231	1554.45471	332.39869
CF4-4	63	0	1204.28835	424.66594	1326.72828	390.95290
CF4-4	64	0	1227.35675	333.58160	1362.80961	289.22234
CF4-4	65	0	1070.01848	233.03395	1150.46211	192.81490
CF4-4	66	0	1696.41405	676.62651	92.27357	660.06572
CF4-5	0	0	360.83851	549.42163	435.09938	527.24283
CF4-5	1	0	336.29814	755.76159	257.59006	714.03974
CF4-5	2	0	1880.64596	704.50331	70.36025	674.70199
CF4-5	3	0	1369.04348	743.84106	1235.47826	727.15232
CF4-5	3	1	1541.96273	712.84768	1422.70807	708.07947
CF4-5	4	0	1006.50932	1071.65563	759.65217	1043.04636
CF4-5	4	1	1171.08075	1018.01325	907.52795	992.98013
CF4-5	5	0	491.32919	474.43709	579.57764	461.32450
CF4-5	5	1	398.31056	375.49669	497.29193	371.92053
CF4-5	6	0	721.60248	464.49007	855.44099	453.64901
CF4-5	7	0	586.56522	351.53863	717.44720	347.52097
CF4-5	8	0	591.63354	381.26049	722.21739	376.64238
CF4-5	9	0	389.91925	344.56291	558.16770	346.68212
CF4-5	10	0	396.29814	293.11700	573.81366	300.55850
CF4-5	11	0	253.39752	323.46358	469.66460	332.38190
CF4-5	12	0	231.03727	360.84106	468.17391	365.85651
CF4-5	13	0	140.72050	395.09272	394.59627	396.43046
CF4-5	14	0	56.49689	353.81236	362.24845	365.35762
CF4-5	15	0	309.09938	390.11921	541.18012	391.19647
CF4-5	16	0	566.45342	473.20971	742.67702	463.98013
CF4-5	17	0	768.00000	270.59603	781.11801	262.25166
CF4-5	17	1	871.75155	293.24503	886.06211	281.32450
CF4-5	18	0	579.57764	853.50993	341.06832	815.36424
CF4-5	18	1	498.48447	824.90066	268.32298	783.17881
CF4-5	19	0	926.60870	936.95364	640.39752	905.96026
CF4-5	19	1	945.68944	818.94040	702.40994	792.71523
CF4-5	20	0	1553.88820	357.61589	1298.68323	342.11921
CF4-5	20	1	1711.30435	264.63576	1477.56522	243.17881
CF4-5	21	0	1730.38509	383.84106	1837.71429	354.03974
CF4-5	21	1	1552.69565	411.25828	1627.82609	388.60927
CF4-5	22	0	423.35404	301.58940	197.96273	278.94040
CF4-5	22	1	630.85714	355.23179	420.96894	336.15894
CF4-5	23	0	393.54037	528.07947	205.11801	498.27815
CF4-5	23	1	694.06211	549.53642	528.29814	525.69536
CF4-5	24	0	102.55901	201.45695	269.51553	225.29801
CF4-5	24	1	251.62733	230.06623	385.19255	247.94702
CF4-5	25	0	1392.09317	453.39294	1468.42857	438.71302
CF4-5	25	1	1425.93168	420.06843	1518.51553	400.43488
CF4-5	26	0	1403.77640	669.89404	1159.40373	653.09934
CF4-5	26	1	1344.06211	779.19647	1106.81366	764.43929
CF4-5	27	0	1216.37267	564.92053	1205.34161	553.99558
CF4-5	27	1	1255.13043	542.55408	1242.60870	531.62914
CF4-5	28	0	892.84472	542.85210	935.53416	529.94040
CF4-5	28	1	936.52174	509.07726	979.80745	496.16556
CF4-5	29	0	1543.15528	882.11921	1273.63975	866.62252
CF4-5	29	1	1433.44099	785.56291	1212.81988	770.06623
CF4-5	30	0	885.73292	705.13245	696.31056	678.00000
CF4-5	30	1	969.52174	647.08830	787.54037	623.66004
CF4-5	31	0	866.98137	195.49669	768.00000	182.38411
CF4-5	31	1	673.78882	246.75497	572.42236	236.02649
CF4-5	32	0	1596.81988	861.85430	1287.95031	841.58940
CF4-5	32	1	1425.09317	895.23179	1143.65217	871.39073
CF4-5	33	0	648.52174	574.96026	673.32919	555.20751
CF4-5	33	1	725.73913	583.66667	751.14286	565.86534
CF4-5	34	0	10.73292	234.83444	131.18012	251.52318
CF4-5	34	1	428.12422	302.78146	499.67702	302.78146
CF4-5	35	0	595.44720	513.36865	694.69565	498.49669
CF4-5	36	0	1544.18634	771.66446	1273.78261	756.28256
CF4-5	36	1	1634.37267	821.95143	1366.65217	808.22075
CF4-5	37	0	1124.57143	423.17881	1144.84472	407.68212
CF4-5	37	1	1439.40373	394.56954	1499.03106	374.30464
CF4-5	38	0	451.97516	343.31126	343.45342	331.39073
CF4-5	38	1	766.80745	290.86093	642.78261	276.55629
CF4-5	39	0	354.18634	363.57616	162.18634	339.73510
CF4-5	39	1	881.29193	360.00000	703.60248	343.31126
CF4-5	40	0	437.66460	594.83444	339.87578	566.22517
CF4-5	40	1	1017.24224	567.41722	921.83851	550.72848
CF4-5	41	0	627.38509	576.10596	300.47826	547.78366
CF4-5	41	1	553.74534	537.37748	190.42236	508.39956
CF4-5	42	0	506.83230	386.38411	231.97516	360.14790
CF4-5	42	1	427.37888	391.78808	124.04969	361.49890
CF4-5	43	0	706.57143	319.41501	754.00621	311.88962
CF4-5	43	1	630.99379	315.81236	688.11801	311.88962
CF4-5	44	0	1436.71429	366.58940	1597.06211	339.29581
CF4-5	44	1	1386.18012	363.13687	1530.42857	337.19426
CF4-5	45	0	1688.59006	362.85430	1807.87578	329.66225
CF4-5	45	1	1590.50311	382.51876	1672.67081	355.18102
CF4-5	46	0	1166.31056	458.94040	991.00621	441.05960
CF4-5	46	1	942.11180	413.64238	765.61491	396.95364
CF4-5	47	0	1283.18012	370.72848	1118.60870	351.65563
CF4-5	47	1	1377.39130	416.02649	1203.27950	398.14570
CF4-5	48	0	1846.06211	134.70199	1689.83851	97.74834
CF4-5	48	1	1682.68323	183.57616	1551.50311	152.58278
CF4-5	49	0	1595.85093	273.72185	1626.52174	237.46578
CF4-5	49	1	1532.19876	273.42163	1557.50311	239.26711
CF5-1	0	0	224.19876	987.01987	118.06211	935.76159
CF5-1	0	1	400.59627	930.17219	312.35404	888.80795
CF5-1	1	0	987.91304	705.96689	1019.36025	692.32450
CF5-1	1	1	893.30435	727.42384	935.28571	712.39073
CF5-1	2	0	1326.00000	599.05960	1328.36646	588.47020
CF5-1	2	1	1561.13043	573.23179	1560.68323	563.93377
CF5-1	3	0	1326.02484	579.43046	1256.51553	564.63576
CF5-1	3	1	1202.79503	592.34437	1143.02484	575.76159
CF5-1	4	0	88.84472	549.96026	234.66460	535.05960
CF5-1	4	1	214.06211	575.78808	321.72050	556.51656
CF5-1	5	0	860.00621	1071.45695	570.55280	1039.27152
CF5-1	5	1	1072.67081	895.43709	836.17391	878.72848
CF5-1	6	0	539.52795	783.64238	573.98758	753.09272
CF5-1	6	1	501.16770	803.50993	542.18634	764.01987
CF5-1	7	0	898.77019	704.92715	885.55901	691.47682
CF5-1	7	1	1051.41615	672.74172	1040.98758	664.65563
CF5-1	8	0	152.24845	939.13907	198.45342	880.02649
CF5-1	8	1	210.48447	890.66225	260.26708	840.29139
CF5-1	9	0	562.26708	871.15894	450.50311	835.49669
CF5-1	9	1	369.77640	911.64901	236.73913	866.49669
CF5-1	10	0	1065.13665	577.84768	898.26087	565.43046
CF5-1	10	1	1143.37888	559.72185	979.81366	548.39073
CF5-1	11	0	1005.40373	822.64238	782.63975	805.19868
CF5-1	11	1	1126.44720	829.79470	901.29814	810.56291
CF5-1	12	0	1267.65839	526.43046	894.83230	510.94040
CF5-1	12	1	1412.15528	463.64901	1024.27950	449.54967
CF5-1	13	0	1587.31677	567.55629	1211.77640	546.02649
CF5-1	13	1	1482.96894	616.82781	1130.68323	581.58940
CF5-1	14	0	419.29814	376.16556	390.34783	373.28477
CF5-1	14	1	560.30435	413.22517	516.26708	402.10596
CF5-1	15	0	1561.04348	599.60265	1366.65839	594.83444
CF5-1	15	1	1667.18012	487.54967	1450.13665	481.58940
CF5-1	16	0	682.63975	754.56954	711.02484	731.70861
CF5-1	16	1	576.26708	775.72848	608.44720	744.11258
CF5-1	17	0	1302.26087	509.00662	1128.14907	476.82119
CF5-1	17	1	1172.27329	604.37086	981.46584	563.84106
CF5-1	18	0	1229.27329	726.14570	1192.54037	719.43709
CF5-1	18	1	1263.26087	710.05298	1237.06211	702.54967
CF5-1	19	0	1383.38509	310.41060	1345.15528	282.68212
CF5-1	19	1	1496.87578	316.76821	1452.28571	285.26490
CF5-1	20	0	819.65217	678.96026	706.91304	656.85430
CF5-1	20	1	921.21739	692.47020	782.44099	672.35099
CF5-1	21	0	815.40994	749.08609	599.72050	729.54967
CF5-1	21	1	931.11180	758.41060	725.33540	738.09272
CF5-1	22	0	1166.56522	588.66225	1201.18634	578.49007
CF5-1	22	1	1257.00000	573.76159	1295.59627	561.80132
CF5-1	23	0	573.14907	645.61589	360.37888	633.05298
CF5-1	23	1	748.45342	609.25828	523.97516	592.94040
CF5-1	24	0	639.42236	610.12583	668.09938	599.95364
CF5-1	24	1	699.04969	557.87417	717.19255	549.68874
CF5-1	25	0	1255.75155	598.41060	754.88199	578.14570
CF5-1	26	0	1571.77640	996.55629	1292.72050	982.25166
CF5-1	27	0	1388.83851	613.80795	1405.78261	611.28477
CF5-1	27	1	1458.00621	568.50993	1490.85093	559.23179
CF5-2	0	0	834.33540	569.33775	902.82609	579.33113
CF5-2	0	1	815.85093	558.01325	885.53416	567.80795
CF5-2	1	0	860.52174	485.66225	929.62733	496.84106
CF5-2	1	1	838.65839	483.47682	908.95652	495.25166
CF5-2	2	0	286.21118	401.72185	292.17391	426.75497
CF5-2	2	1	553.34161	404.10596	573.61491	424.37086
CF5-2	3	0	777.54037	492.31788	816.89441	503.04636
CF5-2	3	1	746.53416	495.89404	788.27329	507.81457
CF5-2	4	0	1485.07453	579.09272	1712.08696	594.64238
CF5-2	4	1	1353.09938	564.58940	1538.42236	576.36424
CF5-2	5	0	865.00621	452.76821	960.69565	464.04636
CF5-2	5	1	843.73913	446.60927	940.02484	459.27815
CF5-2	6	0	1063.75776	519.38411	1157.65839	528.38411
CF5-2	7	0	1325.06211	463.11258	1453.81988	465.70861
CF5-2	8	0	1294.30435	480.21192	1406.54037	486.87417
CF5-2	9	0	1048.12422	571.15232	1159.13043	582.56954
CF5-2	9	1	1006.18634	551.08609	1114.40994	561.11258
CF5-2	10	0	159.80124	393.37748	225.39130	425.56291
CF5-2	10	1	10.73292	320.66225	93.01863	369.53642
CF5-2	11	0	1050.18012	585.76821	1087.39752	594.88079
CF5-2	11	1	1021.55901	584.77483	1057.98137	595.27815
CF5-2	12	0	14.31056	324.39073	262.60870	376.85651
CF5-2	12	1	129.39130	351.71082	340.27329	396.07064
CF5-2	13	0	190.37888	343.53642	296.47826	383.14570
CF5-2	13	1	291.54658	355.45695	390.09317	389.50331
CF5-2	14	0	1169.47205	568.64238	1218.92547	577.16556
CF5-2	14	1	1369.79503	529.72848	1414.59006	537.66887
CF5-2	15	0	496.37267	742.05960	463.52174	736.55629
CF5-2	15	1	570.70807	740.66887	544.01863	740.13245
CF5-2	16	0	1076.26087	718.17219	949.63975	725.10596
CF5-2	16	1	1196.11180	765.85430	1072.27329	773.18543
CF5-2	17	0	1002.49068	615.43046	906.85714	623.64238
CF5-2	17	1	894.36646	576.68874	796.34783	584.30464
CF5-2	18	0	1011.63975	759.41060	904.70807	767.00000
CF5-2	18	1	1091.14286	780.47020	988.58385	788.45695
CF5-2	19	0	886.24845	482.94040	927.44099	494.10596
CF5-2	19	1	838.14907	491.48344	877.55280	502.84768
CF5-2	20	0	1127.38509	396.05960	1207.01863	399.78808
CF5-2	20	1	1169.32298	413.54305	1253.92547	417.27152
CF5-2	21	0	1595.62733	276.55629	1600.39752	257.48344
CF5-2	21	1	1384.54658	306.35762	1411.97516	300.39735
CF5-2	22	0	869.96894	448.33775	959.39130	461.70861
CF5-2	22	1	931.78261	476.35099	1024.78261	487.33775
CF5-2	23	0	350.15528	533.43046	405.34783	549.34437
CF5-2	23	1	491.86957	576.94040	534.93789	585.70199
CF5-2	24	0	1442.98137	368.34437	1230.70807	373.11258
CF5-2	24	1	1867.52795	207.41722	1634.98137	202.64901
CF5-2	25	0	1877.46584	844.47682	1856.00000	884.76821
CF5-2	25	1	1760.00000	801.96026	1747.87578	837.08609
CF5-2	26	0	60.81988	311.12583	205.11801	361.19205
CF5-2	26	1	265.93789	351.65563	356.57143	389.80132
CF5-2	27	0	567.65217	410.06623	679.75155	432.71523
CF5-2	27	1	432.89441	395.76159	567.65217	424.37086
