OpCode	TapeReader	Depth	Comment	Info5Name	Info5Value	Info6Name	Info6Value	Info7Name	Info7Value	Info8Name	Info8Value	Info9Name	Info9Value	Info10Name	Info10Value	Info11Name	Info11Value	Info12Name	Info12Value
INB3-4	Nidhi Menon	32		Date	15/02/2024	Time	9:42:06	Location	Ngari Capes	Site	INB3	Status	No-take	Latitude	-33.6828573	Longitude	114.9734919	Visibility	
INB3-5	Nidhi Menon	29		Date	15/02/2024	Time	9:45:34	Location	Ngari Capes	Site	INB3	Status	No-take	Latitude	-33.68386362	Longitude	114.9792132	Visibility	
INB4-1	Nidhi Menon	24		Date	15/02/2024	Time	9:51:41	Location	Ngari Capes	Site	INB4	Status	No-take	Latitude	-33.69034772	Longitude	114.9763923	Visibility	
INB4-2	Nidhi Menon	33		Date	15/02/2024	Time	9:55:13	Location	Ngari Capes	Site	INB4	Status	No-take	Latitude	-33.6888825	Longitude	114.9715957	Visibility	
INB4-3	Nidhi Menon	20		Date	15/02/2024	Time	9:59:08	Location	Ngari Capes	Site	INB4	Status	No-take	Latitude	-33.69059945	Longitude	114.981131	Visibility	
INB4-4	Nidhi Menon	30		Date	15/02/2024	Time	10:03:44	Location	Ngari Capes	Site	INB4	Status	No-take	Latitude	-33.69123563	Longitude	114.9705134	Visibility	
INB4-5	Nidhi Menon	23		Date	15/02/2024	Time	10:06:57	Location	Ngari Capes	Site	INB4	Status	No-take	Latitude	-33.69262608	Longitude	114.9746377	Visibility	
INB5-1	Nidhi Menon	32		Date	15/02/2024	Time	11:21:28	Location	Ngari Capes	Site	INB5	Status	No-take	Latitude	-33.69804967	Longitude	114.9642947	Visibility	
INB5-2	Nidhi Menon	32		Date	15/02/2024	Time	11:24:46	Location	Ngari Capes	Site	INB5	Status	No-take	Latitude	-33.69978345	Longitude	114.9630359	Visibility	
INB5-3	Nidhi Menon	30		Date	15/02/2024	Time	11:27:34	Location	Ngari Capes	Site	INB5	Status	No-take	Latitude	-33.69612962	Longitude	114.9647219	Visibility	
INB5-4		28		Date	15/02/2024	Time	11:30:24	Location	Ngari Capes	Site	INB5	Status	No-take	Latitude	-33.70031718	Longitude	114.9666633	Visibility	
INB5-5	Nidhi Menon	26		Date	15/02/2024	Time	11:33:34	Location	Ngari Capes	Site	INB5	Status	No-take	Latitude	-33.69763068	Longitude	114.9689095	Visibility	
INB6-1	Belle Mullins	24		Date	15/02/2024	Time	11:39:40	Location	Ngari Capes	Site	INB6	Status	Fished	Latitude	-33.71085332	Longitude	114.9604437	Visibility	
INB6-2	Nidhi Menon	29		Date	15/02/2024	Time	11:42:58	Location	Ngari Capes	Site	INB6	Status	Fished	Latitude	-33.7118036	Longitude	114.9576241	Visibility	
INB6-3	Nidhi Menon	27		Date	15/02/2024	Time	11:46:32	Location	Ngari Capes	Site	INB6	Status	Fished	Latitude	-33.71303263	Longitude	114.9606832	Visibility	
INB6-4	Nidhi Menon	27		Date	15/02/2024	Time	11:49:34	Location	Ngari Capes	Site	INB6	Status	Fished	Latitude	-33.70897227	Longitude	114.9588914	Visibility	
INB6-5	Nidhi Menon	25		Date	15/02/2024	Time	11:52:41	Location	Ngari Capes	Site	INB6	Status	Fished	Latitude	-33.71173582	Longitude	114.9627434	Visibility	
INB7-1	Nidhi Menon	31		Date	15/02/2024	Time	12:57:07	Location	Ngari Capes	Site	INB7	Status	Fished	Latitude	-33.72044987	Longitude	114.9672964	Visibility	
INB7-2	Nidhi Menon	22		Date	15/02/2024	Time	13:01:25	Location	Ngari Capes	Site	INB7	Status	Fished	Latitude	-33.72330925	Longitude	114.973884	Visibility	
INB7-3	Nidhi Menon	26		Date	15/02/2024	Time	13:04:29	Location	Ngari Capes	Site	INB7	Status	Fished	Latitude	-33.72056572	Longitude	114.9710789	Visibility	
INB7-4	Nidhi Menon	27		Date	15/02/2024	Time	13:07:03	Location	Ngari Capes	Site	INB7	Status	Fished	Latitude	-33.72257443	Longitude	114.9706075	Visibility	
INB7-5	Nidhi Menon	23		Date	15/02/2024	Time	13:10:03	Location	Ngari Capes	Site	INB7	Status	Fished	Latitude	-33.71833682	Longitude	114.9702059	Visibility	
