Dot Point Measurements

Generated: Tuesday 13 August 2024 11:28:17

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	CampaignID	relief_annotated	OpCode	Period	Frame info 3	Frame info 4	Frame info 5	Frame info 6	level_2	level_3	scientific						Radius %
NCMP_2024_CF2-2.jpg	      0		807	1491											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-2	1					Macroalgae	Large canopy-forming							64.0
NCMP_2024_CF2-2.jpg	      0		613	573											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-2	1					Macroalgae	Large canopy-forming							47.3
NCMP_2024_CF2-2.jpg	      0		1074	125											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-2	1					Macroalgae	Large canopy-forming							100.0
NCMP_2024_CF2-2.jpg	      0		552	767											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-2	1					Unscorable								34.2
NCMP_2024_CF2-2.jpg	      0		791	1579											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-2	1					Macroalgae	Large canopy-forming							74.3
NCMP_2024_CF2-2.jpg	      0		711	1287											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-2	1					Macroalgae	Large canopy-forming							41.4
NCMP_2024_CF2-2.jpg	      0		788	230											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-2	1					Macroalgae	Large canopy-forming							82.3
NCMP_2024_CF2-2.jpg	      0		775	1524											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-2	1					Macroalgae	Large canopy-forming							67.9
NCMP_2024_CF2-2.jpg	      0		752	1604											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-2	1					Macroalgae	Large canopy-forming							77.3
NCMP_2024_CF2-2.jpg	      0		759	1398											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-2	1					Macroalgae	Large canopy-forming							53.4
NCMP_2024_CF2-2.jpg	      0		658	1345											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-2	1					Macroalgae	Large canopy-forming							49.6
NCMP_2024_CF2-2.jpg	      0		676	1511											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-2	1					Unscorable								67.7
NCMP_2024_CF2-2.jpg	      0		623	424											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-2	1					Macroalgae	Large canopy-forming							62.9
NCMP_2024_CF2-2.jpg	      0		944	1153											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-2	1					Macroalgae	Large canopy-forming							30.5
NCMP_2024_CF2-2.jpg	      0		926	1050											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-2	1					Macroalgae	Large canopy-forming							20.2
NCMP_2024_CF2-2.jpg	      0		596	195											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-2	1					Unscorable								89.3
NCMP_2024_CF2-2.jpg	      0		1022	1253											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-2	1					Macroalgae	Large canopy-forming							45.2
NCMP_2024_CF2-2.jpg	      0		801	383											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-2	1					Macroalgae	Large canopy-forming							64.5
NCMP_2024_CF2-3.jpg	      0		896	1299											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-3	1					Macroalgae	Large canopy-forming							33.6
NCMP_2024_CF2-3.jpg	      0		616	614											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-3	1					Macroalgae	Erect coarse branching							44.7
NCMP_2024_CF2-3.jpg	      0		899	1736											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-3	1					Macroalgae	Erect coarse branching							79.1
NCMP_2024_CF2-3.jpg	      0		1017	807											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-3	1					Macroalgae	Erect coarse branching							28.3
NCMP_2024_CF2-3.jpg	      0		761	520											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-3	1					Macroalgae	Erect coarse branching							49.7
NCMP_2024_CF2-3.jpg	      0		928	1300											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-3	1					Macroalgae	Large canopy-forming							34.8
NCMP_2024_CF2-3.jpg	      0		860	1441											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-3	1					Macroalgae	Large canopy-forming							47.8
NCMP_2024_CF2-3.jpg	      0		762	941											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-3	1					Macroalgae	Erect coarse branching							7.7
NCMP_2024_CF2-3.jpg	      0		554	1234											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-3	1					Unscorable								37.9
NCMP_2024_CF2-3.jpg	      0		933	1804											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-3	1					Macroalgae	Large canopy-forming							86.7
NCMP_2024_CF2-3.jpg	      0		950	47											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-3	1					Macroalgae	Erect coarse branching							100.0
NCMP_2024_CF2-3.jpg	      0		697	786											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-3	1					Macroalgae	Erect coarse branching							24.8
NCMP_2024_CF2-3.jpg	      0		1030	724											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-3	1					Macroalgae	Erect coarse branching							35.7
NCMP_2024_CF2-3.jpg	      0		816	827											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-3	1					Macroalgae	Erect coarse branching							16.9
NCMP_2024_CF2-3.jpg	      0		906	1502											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-3	1					Macroalgae								54.8
NCMP_2024_CF2-3.jpg	      0		972	1030											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-3	1					Macroalgae	Erect coarse branching							16.8
NCMP_2024_CF2-3.jpg	      0		617	1033											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-3	1					Unscorable								21.6
NCMP_2024_CF2-3.jpg	      0		774	311											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-3	1					Macroalgae	Erect coarse branching							71.4
NCMP_2024_CF2-3.jpg	      0		740	1227											2024_02_NgariCapes.MP.Monitoring_stereoBRUVs	no	CF2-3	1					Macroalgae	Large canopy-forming							26.4
